Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,$90K - $139K (Glassdoor est.),"Data Scientist
Remote within OR, WA, ID or UT
Cambia Health Solutions is seeking a junior-to-mid level Data Scientist to join its AI team in the development of innovative solutions to challenging problems in healthcare. Cambia fosters a strong culture of innovation in healthcare and is the parent company of several health insurance plans including Regence, a member of the Blue Cross Blue Shield Association operating in Oregon, Idaho, Utah, and Washington. Cambia’s AI team is tasked with developing data-driven solutions to address some of the most difficult problems at the core of Cambia’s healthcare insurance business. It is also responsible for driving innovation in the application of data to solve healthcare-related problems facing Cambia’s plan members.
As a data scientist on the AI team, you will have the opportunity to improve the lives of over 2.5M people in the Pacific NW by working cross-functionally to research, develop, and implement robust data science solutions to tackle critical business problems. In this role, you will work directly with product, engineering, data engineering and business teams to facilitate the implementation of algorithms, measure performance against key performance indicators, build new features and drive a process of continuous improvement using data. Data Scientists collect, integrate, and analyze data from sources related to health status and outcomes for our members, characteristics of health care providers, internal business processes, and other domains. Additionally, our data scientists work with machine learning scientists to develop models that can be used to help solve real-world problems. As a senior data scientist, you will also work to train and guide the work of junior staff. If you are someone who thrives in an environment requiring creative solutions to tough problems, enjoy a strong team dynamic, you will find fertile ground here to nurture that creativity.
Show More
Report",-1,"Cambia Health Solutions
3.8","Portland, OR","Portland, OR","Size
5001 to 10000 Employees",,"Founded
1917","Type
Nonprofit Organization","Industry
Health Care Services & Hospitals","Sector
Healthcare"
Data Scientist,$84K - $118K (Glassdoor est.),"Job Description

The Data Scientist role will support the development of analytic solutions across McKesson. Our team applies data science methodologies to interdisciplinary business problems across Finance, Operations, Accounting, & Supply Chain. This position will work closely with multiple business units such as Treasury, FP&A, Operations, and Pricing. The position’s objectives are:
Develop machine learning solutions to support new business initiatives / facilitate next best actions
Architect and lead implementation of driverless forecasting systems, levering best data science practices and technologies
Lead DevOps of new and existing models, leveraging cloud / open-source technologies

The candidate should possess the ability to perform statistical modelling techniques and derive business insights that are required to drive analytic innovation at McKesson. The candidate should also be an active learner able to grasp and apply new analytic approaches, as well as mentor junior / developing resources.



The purpose of this position is to architect, implement, drive adoption, and measure impact of innovative analytic solutions at McKesson, as well as make significant improvements to existing solutions.

Analytic Responsibilities

Other Responsibilities



Experience: 5+ years data science / analytics / programming experience based on combination of industry and academic experience

Education: bachelor’s degree in a technical field such as: Computer Science, Statistics, Applied Mathematics, Finance, Economics or related quantitative / STEM majors. Masters and/or PhD preferred.





At McKesson, we care about the well-being of the patients and communities we serve, and that starts with caring for our people. That’s why we have a Total Rewards package that includes comprehensive benefits to support physical, mental, and financial well-being. Our Total Rewards offerings serve the different needs of our diverse employee population and ensure they are the healthiest versions of themselves. For more information regarding benefits at McKesson, please click here.

As part of Total Rewards, we are proud to offer a competitive compensation package at McKesson. This is determined by several factors, including performance, experience and skills, equity, regular job market evaluations, and geographical markets. In addition to base pay, other compensation, such as an annual bonus or long-term incentive opportunities may be offered.



$103,100 - $171,800



All qualified applicants will receive consideration for employment without regard to race, color, religion, creed, sex, sexual orientation, gender identity, national origin, disability, or protected Veteran status.Qualified applicants will not be disqualified from consideration for employment based upon criminal history.

McKesson is committed to being an Equal Employment Opportunity Employer and offers opportunities to all job seekers including job seekers with disabilities. If you need a reasonable accommodation to assist with your job search or application for employment, please contact us by sending an email to Disability_Accommodation@McKesson.com. Resumes or CVs submitted to this email box will not be accepted.

Current employees must apply through the internal career site.

Show More
Report",-1,"McKesson
3.8","Irving, TX",-1,"Size
10000+ Employees",,"Founded
1833","Type
Company - Public","Industry
Health Care Services & Hospitals","Sector
Healthcare"
Data Scientist,Employer Provided Salary:$110K - $133K,"Data Scientist
Full-time
Colorado Springs, CO
Salary range: $109,512.00 – $132,509.00
About Us
Trideum Corporation is a privately-owned company, committed to embracing the world’s toughest challenges with a servant’s heart. Through dedicated hard work and commitment, we provide distinctive quality and unparalleled customer service in all aspects of our business. We also know that our employees are they key to our success, and it is our mission to take care of them so they can take care of our customers and communities where we live, work, and play.
Position Summary
Show More
Report",-1,"Trideum Corporation
4.1","Colorado Springs, CO",-1,"Size
51 to 200 Employees",-1,"Type
Company - Private","Industry
Architectural & Engineering Services","Sector
Construction, Repair & Maintenance Services","Revenue
$5 to $25 million (USD)"
Data Scientist,Employer Provided Salary:$110K - $130K,"Hello,
Role : Data Scientist with Python, Machine learning
Phoenix, AZ
Full Time
Position involves building predictive models, pattern recognition, natural language processing, and a creative application of theory to create useful algorithms.
Position requires an advanced degree (Masters or PhD) in data science, computer science, or an equivalent quantitative field as well as 2-5 years of experience in data analytics.
Show More
Report",-1,"Zodiac-Solutions
3.7","Phoenix, AZ",-1,"Size
1 to 50 Employees",-1,"Type
Company - Private","Industry
Information Technology Support Services","Sector
Information Technology","Revenue
$1 to $5 million (USD)"
Data Scientist - Consumer Deposits & Small Business.,$65K - $100K (Glassdoor est.),"Data Scientist - Consumer Deposits & Small Business.
Country: United States of America
WHAT YOU WILL BE DOING
The Data Scientist drives cross-functional strategy and analytics projects to support profitable growth and data-driven decision making for our Consumer & Business Banking portfolio.
As a strategic business partner, this individual will work in a consultative manner with key executives and stakeholders to proactively identify business opportunities, build business cases for growth initiatives and develop deep customer insights and meaningful action plans.
In this role, you can expect to:






Show More
Report",-1,"Santander
3.8","Boston, MA",-1,"Size
5001 to 10000 Employees",,"Founded
1856","Type
Company - Private","Industry
Banking & Lending","Sector
Financial Services"
AIML - Sr Data Scientist,-1,"Summary
Posted: Jan 27, 2023
Weekly Hours: 40
Role Number:200387701
Do you get excited by driving product impact via measurement and evaluation, for products and services used by hundreds of millions of people globally? The vision for the AIML Data organization is to improve products by using data as the voice of our customers! Within this organization the mission of the Analytics team is to inform the evolution of Siri through measurement and analysis of the user experience. Part of this mission is achieved through experimentation; as a Data Scientist in this space, you will help bring experimentation to life across the organization!




Show More
Report",-1,"Apple
4.2","Cupertino, CA",-1,-1,"Founded
1976",-1,-1,-1,-1
Senior Product Data Scientist,Employer Provided Salary:$85K - $205K,"At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or economic standing, has access to affordable, convenient, and secure products and services to take control of their financial lives.
Job Description Summary: In this role, you will be responsible for owning and executing on complex, ambiguous, and high-visibility business challenges. You will leverage data and analytics to drive strategy and initiatives end to end. You will be a thought partner to our Product and Customer Experience teams, and understand the insights they require to manage and grow the consumer portfolio.
Job Description:
About You


PayPal is committed to fair and equitable compensation practices.

Actual Compensation is based on various factors including but not limited to work location, and relevant skills and experience.

The total compensation for this practice may include an annual performance bonus (or other incentive compensation, as applicable), equity, and medical, dental, vision, and other benefits. For more information, visit https://www.paypalbenefits.com.

The U.S. national annual pay range for this role is $84500 to $204600







Show More
Report",-1,"PayPal
4.0","San Jose, CA",-1,"Size
10000+ Employees",-1,"Founded
1998","Type
Company - Public","Industry
Internet & Web Services","Sector
Information Technology"
"Data Scientist, Transportation Systems",Employer Provided Salary:$125K - $165K,"As a Transportation Systems Data Scientist, you’ll utilize advanced quantitative & statistical analysis techniques to research and analyze the structure and behavior of transportation systems, drive business model innovation for Via, and work closely with our senior management to help drive decisions.
What You’ll Do
Run large scale studies to analyze the structure of fixed route transit system, identify places for improvement and viable ways to make changes at scale to such systems.
Study the role of on-demand transit, microtransit, and other novel modes of transportation in the evolving transit landscape.
Adeptly interpret and utilize mass quantities of data to generate innovative hypotheses & insights, and present these insights to the different stakeholders.
Show More
Report",-1,"Via
3.8","New York, NY",-1,"Size
501 to 1000 Employees",-1,"Founded
2012","Type
Company - Private","Industry
Internet & Web Services","Sector
Information Technology"
Data Scientist,$79K - $114K (Glassdoor est.),"Who is Flock?
Flock Safety provides the first public safety operating system that empowers private communities and law enforcement to work together to eliminate crime. We are committed to protecting human privacy and mitigating bias in policing with the development of best-in-class technology rooted in ethical design, which unites civilians and public servants in pursuit of a safer, more equitable society.
Our Safety-as-a-Service approach includes affordable devices powered by LTE and solar that can be installed anywhere. Our technology detects and captures objective details, decodes evidence in real-time, and delivers investigative leads into the hands of those who matter.
While safety is a serious business, we are a supportive team that is optimizing the remote experience to create strong and fun relationships even when we are physically apart. Our flock of hard-working employees thrive in a positive and inclusive environment, where a bias towards action is rewarded. Flock Safety is headquartered in Atlanta and operates nationwide. We have raised over $380M in venture capital including a recent Series E round led by Tiger Global. Now surpassing a 3B valuation, Flock is scaling intentionally and seeking the best and brightest to help us meet our goal of reducing crime in the United States by 25% in the next three years.

Show More
Report",-1,"Flock Safety
4.1","Atlanta, GA","Atlanta, GA","Size
501 to 1000 Employees",,"Founded
2017","Type
Unknown","Industry
Computer Hardware Development","Sector
Information Technology"
"Staff Data Scientist, Growth",-1,"Patreon is the best place for creators to build memberships by providing exclusive access to their work and a deeper connection with their communities. We're building a content and community platform where creators can engage directly with their fans and monetize their creativity, while maintaining full ownership over the work they make and the communities they create.
We're leaders in the membership space with 250,000+ active creators and over $3.5 billion paid directly to creators on our platform. Our team is building tools to optimize the creator-to-fan relationship, including native video, enhanced podcasting features, improved creation tools, and new community experiences. We're continuing to invest heavily in building the most talented team in the Creator Economy and are looking for a Data Scientist to support our mission.
About the Role
You'll work in lock step with your cross-functional team to build product features that help creators better retain their memberships.
Show More
Report",-1,"Patreon
3.6","San Francisco, CA",-1,-1,"Founded
2013",-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,"Founded
2008",-1,-1,-1,-1
Data Scientist- C3 & Smart Transformation,$77K - $112K (Glassdoor est.),"Job Description

Moen Incorporated is seeking a Data Scientist- C3 & Smart Transformation in North Olmsted, OH with the following requirements: Master’s degree in Computer Science or related field or foreign equivalent degree. 2 years of related experience. Required Skills: Identify trending topics in tech news articles using LDA/biterm topic modeling and use the same to identify most common complaints for publicly available Apple Twitter Dataset and display results using word cloud (6 mos); Use Association rule mining to recommend sales of relevant items during cart checkout and build a model to segment customers based on purchasing frequency and quantity to assign (Customer Lifetime Value) CLV to each customer (6 mos); Build leak detection system using statistical Machine Learning, replace existing fixture detection system to increase accuracy and build infrastructure for deployment of above mentioned services (2 yrs); Use Snowflake as cloud data warehousing solution and for data transformations in data pipelines. Perform monitoring of services by creating intuitive and informative dashboards in Qlik and Tableau (2 yrs).

Anyone interested in this position may apply at https://www.moen.com/careers and search for job: Data Scientist- C3 & Smart Transformation.

Additional Information

All your information will be kept confidential according to EEO guidelines.
Show More
Report",-1,"Moen
4.0","North Olmsted, OH","North Olmsted, OH","Size
201 to 500 Employees",,"Type
Subsidiary or Business Segment","Industry
Wholesale","Sector
Retail & Wholesale","Revenue
$25 to $100 million (USD)"
Senior Data Scientist,$101K - $141K (Glassdoor est.),"Role: Senior Data Scientist
Client: Raytheon Technologies/JPL
Location: on-site in Pasadena, CA
Must be a United States Citizen to apply
Long-term contract
Pay Rate: OPEN (w2 non-benefited, or c2c if you own company)
Job Description:
Raytheon Technologies Pasadena is seeking an experienced, highly motivated Data Publication Engineer to support an exciting project for our JPL/NASA customer. The selected candidate will participate in publication of physical oceanographic datasets along with tools/services integration within a publicly accessible archive. Candidate should have experience in writing technical/scientific documentation and using/generating data products that follow Earth science metadata standards and common scientific data formats such as GeoTIFF, HDF, and netCDF using software tools that are common to the Earth science community.

Show More
Report",-1,"Geologics Corporation
4.4","Pasadena, CA","Pasadena, CA","Size
501 to 1000 Employees",,"Founded
1989","Type
Company - Private","Industry
Advertising & Public Relations","Sector
Media & Communication"
"Senior Data Scientist, Global Payments Risk Control",Employer Provided Salary:$153K - $270K,"Founded in 2012, ByteDance's mission is to inspire creativity and enrich life. With a suite of more than a dozen products, including TikTok, Helo, and Resso, as well as platforms specific to the China market, including Toutiao, Douyin, and Xigua, ByteDance has made it easier and more fun for people to connect with, consume, and create content.

Why Join Us
At ByteDance, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for millions of users across all of our products. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at ByteDance.

The Global Payments team provides professional payment solutions with the smooth functioning of payment channels to all global businesses of ByteDance to support the expansion and growth of ByteDance’s global businesses.

The Data Intelligence risk control team in global payment team is responsible to optimize payment services in a data-driven approach with Data Engineering, Data Science, and Machine Learning efforts. Mainly focus on optimizing key payment risk metrics including but not limited to fraud rate, chargeback rate, compliance rate, etc, through data intelligence approach, to provide high-end customer values.


1. Identify, investigate, and communicate risks in Global Payments ecosystem
2. Discover risk trends and behavior patterns based on massive data
3. Conduct data analysis of risk cases and design long-term solutions
4. Build models to optimize key indicators with Machine Learning and Data Mining
1. Bachelor's degree or above in Computer Science / Statistics / Mathematics or other related majors;
2. 4+ years of data analysis experience, preferably in trust&safety/risk management
3. Proficient in big data tools such as SQL/Hive/Spark
4. Familiar with Python and Machine Learning and Data Mining models
5. Data-sensitive, with strong data analysis and problem-solving skills, and a strong data-driven sense;
6. Ability to communicate and influence across teams and regions; ability to find win-win solutions that meet the objectives of cross-functional partners while reducing risk

ByteDance is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At ByteDance, our mission is to inspire creativity and enrich life. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.

ByteDance is committed to providing reasonable accommodations during our recruitment process. If you need assistance or accommodation, please reach out to us at {USRC@bytedance.com}.
Show More
Report",-1,"ByteDance
4.1","Mountain View, CA",-1,"Size
10000+ Employees",-1,"Founded
2012","Type
Company - Private","Industry
Internet & Web Services","Sector
Information Technology"
