Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,Employer Provided Salary:$130K,"Over the last few decades, technological innovation has relied on democratizing some of its key ingredients: knowledge (open publishing platforms), algorithms (code repositories) and computing (cloud providers). However, the last key component, data, largely remains trapped behind barriers of regulation, privacy, schema standards and competitive risk. Enabling scalable access to data will unlock enormous value for both individual developers and companies. This has only been made possible in the last few years, through advances in manifold learning algorithms and privacy-preserving computing. See our blog for more details.

One of the most valuable kinds of data today is in the financial sector. Financial data plays a key role across many industry verticals. However, it has notoriously been locked behind regulatory barriers and a lack of format standards. Our end product is an API that makes financial transactions accessible to both humans and machine-learning models, in a scalable and privacy-preserving way.





























Show More
Report",4.5,Ntropy Network,"New York, NY",-1,"Size
1 to 50 Employees",-1,"Type
Company - Private","Revenue
Unknown / Non-Applicable",-1,-1
Data Scientist,Employer Provided Salary:$160K,"****PLEASE READ Throughly***
Data Scientist - Remote
Expert Technical Solutions has an immediate opening for a Data Scientist with one of
our premier clients in the Texas market. Our clients’ data science team partners with
trading groups to find practical applications for machine learning and other specialized technologies that contribute to our profitability.
The Data Scientist will be responsible for leveraging large, complex datasets to gain an objective view of commodities markets. They will evaluate and develop trading strategies based on their insights and inform the development of analytical systems that streamline the process of generating ideas. Further, they will experiment with new techniques and datasets to expand the capabilities of the Data Science team.
Show More
Report",4.5,"Expert Technical Solutions
5.0",Remote,-1,"Size
1 to 50 Employees",-1,"Type
Company - Private","Revenue
Unknown / Non-Applicable",-1,-1
"Data Scientist, AI Services - Mastercard Launch 2023",$70K - $111K (Glassdoor est.),"Our Purpose
We work to connect and power an inclusive, digital economy that benefits everyone, everywhere by making transactions safe, simple, smart and accessible. Using secure data and networks, partnerships and passion, our innovations and solutions help individuals, financial institutions, governments and businesses realize their greatest potential. Our decency quotient, or DQ, drives our culture and everything we do inside and outside of our company. We cultivate a
culture of inclusion
for all employees that respects their individual strengths, views, and experiences. We believe that our differences enable us to be a better team – one that makes better decisions, drives innovation and delivers better business results.
Job Title
Data Scientist, AI Services - Mastercard Launch 2023
Why is Mastercard for you?
Mastercard designs and builds the critical systems that power global commerce and connect billions of people everywhere to the vital goods and services they need every day. We are building a future that extends well beyond payments technology with cutting-edge products and services that solve hard and exciting challenges, across payments, open banking, cryptocurrencies, digital identity, large-scale data analysis and cyber security. Our technology builds trust and supports more than 300 million transactions every day across 210 countries and territories.

When you join Mastercard, you will work towards bringing more people everywhere into the digital economy: There can be no “left behind” and no “hard to reach”. Our teams are brought together by our common purpose and commitment to quality and innovation at scale. You will work side by side with leadership to overcome challenges together. Mastercard cultivates a culture of inclusion for all employees that values their individual strengths, views, and experiences. Follow your own path, with the flexibility to move between roles, teams and our global tech hubs. You can choose for yourself whether you want to become an expert, grow as a people manager, explore global markets, or learn entirely new skills.

Technology Strategy and Transformation (TST)
The Technology Strategy and Transformation team is responsible for connecting dots across Mastercard via transforming Mastercard Technology “ways of working”, driving operational excellence through innovation, scalability, and continuous improvement of cultural and organizational transformation. We are looking for passionate people to help us reshape the future at Mastercard, and who are eager to grow their skills.

Join TST team to become a part of the Mastercard Transformation Journey to build Mastercard of Tomorrow by bringing together people, products, processes, and technology and drive impact across our key objectives:

As a data scientist on our AI Services team, you will:

All about you
In the US, Mastercard is an inclusive Equal Employment Opportunity employer that considers applicants without regard to gender, gender identity, sexual orientation, race, ethnicity, disabled or veteran status, or any other characteristic protected by law. If you require accommodations or assistance to complete the online application process, please contact reasonable_accommodation@mastercard.com and identify the type of accommodation or assistance you are requesting. Do not include any medical or health information in this email. The Reasonable Accommodations team will respond to your email promptly.

Show More
Report",4.5,"Mastercard
4.3","O Fallon, MO","O Fallon, MO","Size
10000+ Employees",,"Founded
1966","Type
Company - Public","Industry
Financial Transaction Processing","Sector
Financial Services"
Data Scientist,-1,"Data Scientist - Must need Google Cloud Platform (GCP) experience
Location: Remote
Must need Data Scientist Experience - 8-10 yrs.
Must need 6 years of Google Cloud Platform (GCP) experience
Description:
This position is for a hands-on experienced data scientist with experience in developing predictive models for business applications. The position involves working on data science projects and solutions that drive customer experience, customer service, network, and technical operations, marketing effectiveness, personalization, recommendation, and operational efficiency. The position involves developing AI/ML solutions to complex business problems, preparing and processing large data, testing models' performance, working with data engineers to implement models, preparing technical results and presentations, and migrating python and pyspark-based predictive models to Google Cloud Platform.








Show More
Report",4.5,Knacks Star LLC,Remote,-1,-1,-1,-1,-1,-1,-1
REMOTE: Data Scientist,Employer Provided Salary:$70K - $140K,"The Mental Wellbeing team leverages advanced analytics techniques, consulting approaches and healthcare expertise to power mental health innovation for our members and customers. Our over-arching goal is to deliver high quality mental wellbeing that a is tailored to our members clinical needs, and higher quality of care for a cheaper price. As a Data Scientist – Mental Wellbeing, you will be working with cross-functional experts across the mental wellbeing space including strategy, product, operations, sales, account management and with our clinical experts – to design, build and implement initiatives which enable smarter, self-service reporting and analytics for our largest clients. You will apply your experience in research, statistics, and modeling to solve complex problems that are top of mind of our mental wellbeing leaders.

Responsibilities:

Write complex SQL queries to extract data from SQL Server/Hadoop/GCP environments which will serve as underpinnings of ad-hoc and recurring analyses


The typical pay range for this role is:
Minimum: 70,000
Maximum: 140,000

Please keep in mind that this range represents the pay range for all positions in the job grade within which this position falls. The actual salary offer will take into account a wide range of factors, including location.


2-3 years of experience in SQL working with big data platforms (e.g., HDP, AWS, GCP, etc.) and multiple data sources






Bring your heart to CVS Health Every one of us at CVS Health shares a single, clear purpose: Bringing our heart to every moment of your health. This purpose guides our commitment to deliver enhanced human-centric health care for a rapidly changing world. Anchored in our brand — with heart at its center — our purpose sends a personal message that how we deliver our services is just as important as what we deliver. Our Heart At Work Behaviors™ support this purpose. We want everyone who works at CVS Health to feel empowered by the role they play in transforming our culture and accelerating our ability to innovate and deliver solutions to make health care more personal, convenient and affordable. We strive to promote and sustain a culture of diversity, inclusion and belonging every day. CVS Health is an affirmative action employer, and is an equal opportunity employer, as are the physician-owned businesses for which CVS Health provides management services. We do not discriminate in recruiting, hiring, promotion, or any other personnel action based on race, ethnicity, color, national origin, sex/gender, sexual orientation, gender identity or expression, religion, age, disability, protected veteran status, or any other characteristic protected by applicable federal, state, or local law. We proudly support and encourage people with military experience (active, veterans, reservists and National Guard) as well as military spouses to apply for CVS Health job opportunities.
Show More
Report",4.5,"CVS Health
3.1",Pennsylvania,-1,"Size
10000+ Employees",-1,"Founded
1963","Type
Company - Public","Industry
Health Care Services & Hospitals","Sector
Healthcare"
Data Scientist - Location Analytics,Employer Provided Salary:$115K - $160K,"Taking the next step in your career with UrbanFootprint will set you on the path to revolutionizing how organizations make decisions.
UrbanFootprint is the world's first Urban Intelligence Platform – trusted by some of the largest energy utilities, financial institutions, government agencies, urban planning firms, and mobility companies in the US to provide geospatial insights and find signal through noise to inform site selection, infrastructure investment, resource distribution, and much more. We do this by unifying and normalizing previously siloed data on climate, environmental, urban, and socio-economic factors to surface powerful and actionable data insights.
UrbanFootprint's mission is to Build Resilience by empowering organizations with critical data insights to drive decision making and allow them to Never Wonder Where. Our customers answer complex 'where' questions in minutes versus weeks, months, or years, such as:

Show More
Report",4.5,"UrbanFootprint
1.0","Berkeley, CA",-1,"Size
1 to 50 Employees",-1,"Type
Company - Private","Revenue
Unknown / Non-Applicable",-1,-1
"Educator, Data Scientist",Employer Provided Salary:$90K - $120K,"About the Role
BrainStation is a global leader in digital skills training and development, offering a 12-week bootcamp program in Data Science. BrainStation is currently hiring a Data Science professional to teach our program through online and in-person teaching. BrainStation Educators are given the unique opportunity to teach, research, and further develop their skills, while teaching in a dynamic, project-based setting.
Responsibilities
Teach our 12-week Data Science Diploma program
Help build a world class technical team passionate about designing and teaching
Deliver lectures and provide expert technical guidance to students who are building exciting projects using the most cutting-edge technologies
Show More
Report",4.5,"BrainStation
4.5","New York, NY",-1,"Size
201 to 500 Employees",-1,"Founded
2012","Type
Company - Private","Industry
Education & Training Services","Sector
Education"
Data Scientist,-1,"Are you a Data Scientist ready to take on a new challenge? We are looking for an analitycal individual to join our team as Data Scientist!
KORE is a recognized global leader in IoT solutions and management capabilities, and is consistently recognized as the highest-ranked non-carrier in the Gartner Magic Quadrant for Machine-to-Machine Services worldwide. KORE creates value for customers in the explosive IoT market, and is the largest independent IoT connectivity management provider today.

This is a unique opportunity to gain experience in the fastest growing technology field. The role of the Data Scientist is responsible for providing the business practical and statistical analysis of consolidated company data.

ESSENTIAL FUNCTIONS:

We appreciate the interest of all candidates but only those individuals selected for an interview will be contacted.

KORE provides equal employment opportunity for all persons, in all facets of employment. We maintain a drug-free workplace and perform pre-employment background checks.



Show More
Report",4.5,"KORE
3.3",Remote,-1,-1,"Founded
2003",-1,-1,-1,-1
Data Scientist,Employer Provided Salary:$80K,"$80k USD/year
Remote job
Full time
Brief Overview:
Performs duties related to data mining, machine learning, statistical modeling, and analytics to build algorithms that will result in massive improvements to the way Aaron’s does business. Responsible for developing and improving key decision systems and predictive models to drive maximum business impact.
Key Responsibilities:
Show More
Report",4.5,"Procal Technologies
3.1",Remote,-1,"Size
Unknown",-1,"Type
Company - Private","Industry
Business Consulting","Sector
Management & Consulting","Revenue
Unknown / Non-Applicable"
Junior Data Scientist,$74K - $119K (Glassdoor est.),"Nursa is revolutionizing the temporary healthcare staffing industry by delivering an unparalleled level of transparency and accessibility to healthcare providers, and living out our mission to enrich the life of every clinician with innovation and opportunity. We’re committed to helping professionals such as registered nurses (RNs), licensed practical nurses (LPNs), and certified nursing assistants (CNAs) advance their careers by giving them the power to choose from available shifts provided by facilities in their area. In turn, Nursa’s marketplace platform technology empowers healthcare facilities to bring in the talent they need without spending time and resources on traditional nursing recruitment processes. By connecting healthcare clinicians and healthcare facilities to fill per diem and on-call shifts, the Nursa marketplace increases access and transparency to the $17 billion temporary clinician staffing industry. We’re a profitable, venture backed startup founded in March 2020 and are rapidly expanding. Your impact will not only be on the business, but also on the daily lives of healthcare providers and the quality of care everyone experiences.
Show More
Report",4.5,"Nursa
4.3","Murray, UT","Murray, UT","Size
51 to 200 Employees",,"Founded
2018","Type
Company - Private","Industry
Health Care Services & Hospitals","Sector
Healthcare"
Data Scientist,$77K - $118K (Glassdoor est.),"About the Jacksonville Jaguars and Bold Events
The Jacksonville Jaguars are a professional football team and a member of the National Football League. The Jaguars are one of the NFL’s youngest franchises, and played its first regular season home game on September 3, 1995. The Jaguars are owned by Shahid Khan, a visionary leader whose businesses include Flex-N-Gate, Fulham Football Club and All Elite Wrestling. The Jaguars play at TIAA Bank Field in downtown Jacksonville, Florida. Under Mr. Khan’s leadership, TIAA Bank Field has evolved to include some of the most unique stadium assets, including swim spas and 19 video boards, two of which are longer than a football field.
Most recently, the addition of Daily’s Place has provided downtown Jacksonville with a new entertainment destination, as well as an indoor practice facility for the Jaguars. Sister company, Bold Events, LLC, operates business at Daily’s Place and TIAA Bank Field. Bold Events is responsible for attracting and planning major and minor events and programming. In its opening year, Daily’s Place hosted 31 concerts!
The Jaguars and Bold Events company values are Passion, Respect, Innovation, Dedication and Empowerment (PRIDE). We believe in the importance of diversity, continual learning and transparency. We also understand the role that excitement, originality and fun play in the workplace. All of these ideas come together to build a strong and dynamic workplace culture. Because of this, we are dedicated to, and encouraged by, leading the way in developing a distinct and inclusive team.




Show More
Report",4.5,"Jacksonville Jaguars
4.4","Jacksonville, FL","Jacksonville, FL","Size
201 to 500 Employees",,"Founded
1993","Type
Company - Private","Industry
Sports & Recreation","Sector
Arts, Entertainment & Recreation"
Data Scientist (B2B/Enterprise),Employer Provided Salary:$120K - $150K,"Our mission at Talkspace is to make therapy affordable and accessible to everyone. To get there, we need exceptionally talented, bright, and driven people. Want to be part of a mission that is helping over millions of people feel better? Come join our team!
We are looking for an experienced Data Scientist to join our Machine Learning & Data Science Team. Here you will be a strategic partner within our B2B/Enterprise Team to perform statistical analyses of user data and help integrate those insights into our product.
By deeply understanding how to leverage user insights, you will be partnering across the organization with leaders to identify and scope high impact projects. At Talkspace, you'll be collaborating with colleagues who are passionate about data, and excited to drive critical business decisions for a global leader in telebehavioral health.
To work at Talkspace, you need to be as passionate as we are about our work, and excited to collaborate with us in achieving our mission of bringing quality mental healthcare to all.
























Show More
Report",4.5,"Talkspace
2.8","New York, NY",-1,"Size
201 to 500 Employees",-1,"Founded
2011","Type
Company - Public","Industry
Health Care Services & Hospitals","Sector
Healthcare"
Data Scientist I,$88K - $123K (Glassdoor est.),"Data Scientist I
Role : Data Scientist
(Remote , USA)
Who we are:
Born digital, UST transforms lives through the power of technology. We walk alongside our clients and partners, embedding innovation and agility into everything they do. We help them create transformative experiences and human-cantered solutions for a better world. UST is a mission-driven group of over 29,000+ practical problem solvers and creative thinkers in over 30+ countries. Our entrepreneurial teams are empowered to innovate, act nimbly, and create a lasting and sustainable impact for our clients, their customers, and the communities in which we live.





Show More
Report",4.5,"UST
4.0","Southborough, MA","Southborough, MA","Size
10000+ Employees",,"Founded
1999","Type
Company - Private","Industry
Information Technology Support Services","Sector
Information Technology"
Data Scientist,Employer Provided Salary:$80K - $115K,"Description:
Project Overview:
The Food and Drug Administration (FDA) Center for Food Safety and Applied Nutrition (CFSAN) requires business operations, project management and business analysis support for various Division of Information Technology Management Staff (DITM)/Office of Information Management and Technology (OIMT) managed projects and operational activities. The IT Project Management team shall provide Business Process and Analysis, IT Project Management, and Strategic Planning support for the Scientific Innovation and Infrastructure Branch.
Primary Responsibilities:
Candidates must be willing to work regular business hours synced with Eastern Standard Time.
Requirements:
Show More
Report",4.5,"Spatial Front, Inc.
3.8",Remote,-1,"Size
201 to 500 Employees",-1,"Founded
2008","Type
Company - Private","Industry
Information Technology Support Services","Sector
Information Technology"
Data Scientist,Employer Provided Salary:$90.00 - $95.00 Per Hour,"REMOTE ROLE
TOP THINGS:
- Modeling and analysis of Graph data
- Oracle Advanced Analytics
- Oracle Data Mining
- Oracle query performance tuning and indexing
Location:
Remote
Show More
Report",4.5,Strivernet RPO Services Ltd,Remote,-1,"Size
Unknown",-1,"Type
Company - Public","Revenue
Unknown / Non-Applicable",-1,-1
"Data Scientist or Statistician, Postdoc",Employer Provided Salary:$67K - $120K,"Center Information:
The Quantitative Biomedical Research Center (QBRC) is a well-established research center at UT Southwestern Medical Center (UTSW). It aims to foster collaborations involving quantitative methods and technologies in any aspect of biomedical research, particularly for understanding disease etiologies and developing treatment and prevention strategies. Currently, the center has six faculty members, around 40 staff members, postdocs and student research assistants. We are actively recruiting new members to join this new and dynamic group.
Position Title: Data Scientist I, II, III, Computational biologist I, II, III or Postdoctoral Fellow (Bioinformatics/Biostatistics)
Duties & Responsibilities: For bioinformatics or statistician scientists, the projects include developing novel method for analysis and integration of multiple-omics data, and single cell genomics and transcriptome analysis. For data scientists, the projects include assembling and statistical analyses of big clinical data, and application of machine learning and deep learning methods on real medical problems.
Show More
Report",4.5,"UT Southwestern Medical Center
4.0",Remote,-1,"Size
10000+ Employees",-1,"Founded
1943","Type
Hospital","Industry
Health Care Services & Hospitals","Sector
Healthcare"
Data Scientist - Machine Learning,Employer Provided Salary:$77.00 Per Hour,"Job Description
DATA SCIENTIST (MACHINE LEARNING)
Remote (USA) or Flex. Offices in Santa Clara, CA, New York, NY.
The Team
As the leading student-first connected learning platform, Chegg’s mission is to help every student achieve their best, in school and beyond. Chegg’s student-facing technology serves millions of active subscribers.
Chegg’s Machine Learning (ML) organization has a growing impact across the company’s offerings via a variety of projects including:
Personalization of student experiences
Understanding and generation of multi-modal educational content
Search and information retrieval




Show More
Report",4.5,"Chegg
4.2","Santa Clara, CA",-1,"Size
1001 to 5000 Employees",-1,"Founded
2005","Type
Company - Public","Industry
Internet & Web Services","Sector
Information Technology"
Data Scientist Contractor,Employer Provided Salary:$63.00 - $63.82 Per Hour,"Location : 1901 BELL AVENUE DES MOINES IA 50315
Data Scientist Contractor
•Interpret and analyze data using exploratory mathematic and statistical techniques based on the scientific method
•Analyzing customer data to identify patterns and trends that are associated along with churn.
•Write code (Python, R, Scala, SQL, etc.) to obtain, manipulate, and analyze data
•Familiar with Data Science/ML stack such as AWS Sagemaker, Jupyter, pandas, numpy, sklearn, Keras, etc.
•Familiar with AWS Data Engineering stack such as Glue, Spark, EMR, Lambda, EKS, etc.
•Familiar with DataRobot
•Apply statistical and machine learning knowledge to specific business problems and data.
•Building and maintaining predictive and churn models.
•Evaluating the performance of predictive, time series, regression, churn models, Neural networks and implementing improvements as needed
•Communicating findings and recommendations to stakeholders through presentations, reports, and other forms of communication

Show More
Report",4.5,"Dutech Systems
4.5","Des Moines, IA",-1,"Size
51 to 200 Employees",-1,"Founded
2015","Type
Company - Private","Industry
Information Technology Support Services","Sector
Information Technology"
Quantitative Researcher,$101K - $162K (Glassdoor est.),"Job Overview
We are looking for Quantitative Researchers to join our Research group. We are a collaborative, data-driven, intellectually rigorous team responsible for coming up with investment ideas, codifying those ideas into signals, back-testing the signals, and producing return, risk and trading cost forecasts based on the signals to drive trading decisions. We maintain a friendly, team-oriented environment and place a high value on professionalism, attitude and initiative.

As a Quantitative Researcher, you will work on high-impact projects that improve the specification and/or implementation of our investment models as well as research projects that improve portfolio construction decisions in our fully integrated, unified systematic investment process.

Responsibilities
Your responsibilities are expected to grow in line with your experience and abilities. Depending on your competitive advantages, typical responsibilities may include:

Show More
Report",4.5,"Arrowstreet Capital
4.2","Boston, MA",-1,"Size
Unknown",,"Founded
1999","Type
Company - Private","Industry
Investment & Asset Management","Sector
Financial Services"
Data Scientist,Employer Provided Salary:$70.00 - $80.00 Per Hour,"Title: Data Scientist
Location: Mountain View, CA 94043
Duration: 06 Months contract
Job Details:
Mandatory/BS degree in computer science, mathematics, engineering, or equivalent experience.
Relevant work experience and some coding experience in SQL and Python. Data Visualization experience is a must with i.e. Tableau, Power BI, and Python Libraries (Plotly Express, Seaborn, Matplotlib).
Data Science experience is highly desirable with Data Mining, Machine Learning (classifiers, clustering, boosting), and Data Modeling.
Show More
Report",4.5,"Judge Group
3.8","Mountain View, CA",-1,"Size
1001 to 5000 Employees",-1,"Founded
1970","Type
Company - Private","Industry
HR Consulting","Sector
Human Resources & Staffing"
