Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,Employer Provided Salary:$87K - $98K,"We are looking for a Data Scientist to analyze large amounts of raw information to find patterns that will help improve our company. We will rely on you to build data products to extract valuable business insights. In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We want to see a passion for machine-learning and research. Your goal will be to help our company analyze trends to make better decisions.
Responsibilities
Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns

Show More
Report",2.9,"Vetro Tech Inc
5.0","Dallas, TX",-1,"Size
Unknown",-1,"Type
Company - Public","Industry
Staffing & Subcontracting","Sector
Human Resources & Staffing","Revenue
Unknown / Non-Applicable"
Data Scientist,Employer Provided Salary:$109K - $251K,"Data Scientist

This role has been designated as ‘Edge’, which means you will primarily work outside of an HPE office.
Job Description:

Job Family Definition:
Analyzes, designs, programs, debugs, and modifies software enhancements and/or new products used in local, networked, or Internet- related computer programs, primarily for end users. Using current programming language and technologies, writes code, completes programming, and performs testing and debugging of applications. Completes documentation and procedures for installation and maintenance. May interact with users to define system requirements and/or necessary modifications.
Engineering
Specialist

California
Annual Salary: $109,400.00 - $251,000.00

Show More
Report",2.9,"Hewlett Packard Enterprise
4.2","San Jose, CA",-1,"Size
10000+ Employees",-1,"Founded
2015","Type
Company - Public","Industry
Information Technology Support Services","Sector
Information Technology"
Sr Data Scientist,Employer Provided Salary:$146K - $219K,"At F5, we strive to bring a better digital world to life. Our teams empower organizations across the globe to create, secure, and run applications that enhance how we experience our evolving digital world. We are passionate about cybersecurity, from protecting consumers from fraud to enabling companies to focus on innovation.

Everything we do centers around people. That means we obsess over how to make the lives of our customers, and their customers, better. And it means we prioritize a diverse F5 community where each individual can thrive.
Today, as part of F5, Security products identify and stop automated attacks and fraud against web and mobile applications of the Fortune Global 2000. Tomorrow, we’ll need to fight even more sophisticated adversaries, while helping human users to have ever more friction-less experience. Come be a part of our unparalleled team that is responsible for making the Internet a safer place for everyone.
The Position
The annual U.S. base pay range for this position is: $145,908.00 - $218,862.00
Show More
Report",2.9,"f5
4.2","Charlotte, NC",-1,"Size
5001 to 10000 Employees",-1,"Founded
1996","Type
Company - Public","Industry
Computer Hardware Development","Sector
Information Technology"
Data Science Graduate,Employer Provided Salary:$109K - $252K,"Data Science Graduate

This role has been designated as ‘Edge’, which means you will primarily work outside of an HPE office.
Job Description:

Advance the way you live and work at HPE.
Who We Are:
At HPE, our team members search beyond customers' needs today to accelerate what’s next and make a difference — for others, our company, and the planet. Our customers turn to us because we are positive, empathetic, and enterprising. We embrace opportunities to accelerate this transformation across data, connectivity, cloud, and security. And together we make what was once thought impossible, possible.
Administration
N/A

California
Annual Salary: $109,400.00 - $251,500.00

Show More
Report",2.9,"Hewlett Packard Enterprise
4.2","San Jose, CA",-1,"Size
10000+ Employees",-1,"Founded
2015","Type
Company - Public","Industry
Information Technology Support Services","Sector
Information Technology"
Data Scientist,Employer Provided Salary:$111K - $153K,"At Five Below our growth is a result of the people who embrace our purpose: We know life is way better when you are free to Let Go & Have Fun in an amazing experience, filled with unlimited possibilities, priced so low, you can always say yes to the newest, coolest stuff! Just ask any of our over 17,000 associates who work at Five Below and they’ll tell you there’s no other place like it. It all starts with our purpose and then, The Five Below Way, which is our values and behaviors that each and every associate believes in.
It’s all about culture at Five Below, making this a place that can inspire you as much as you inspire us with big ideas, super energy, passion, and the ability to make the workplace a WOWplace!
Job Responsibilities:
Answer complex business problems, optimize processes, or enhance automation.
Show More
Report",2.9,"Five Below
3.3","Philadelphia, PA",-1,"Size
5001 to 10000 Employees",-1,"Founded
2002","Type
Company - Public","Industry
Department, Clothing & Shoe Stores","Sector
Retail & Wholesale"
Data Scientist,Employer Provided Salary:$50K,"Why is Health Advocate a great place to work? For starters, Health Advocate employees enjoy helping people every single day. Employees are given the training they need to do their jobs well, and they work with supervisors and staff who are supportive and friendly. Employees have room to grow, and many of Health Advocate's supervisors are promoted from within the company.
Location
Must be located within the Continental United States
Summary of Role
Health Advocate's Engage2Health (e2H) group is looking for a Data Scientist to add to its team. Engage2Health (e2H) is the analytics and informatics division of Health Advocate, Inc. Health Advocate is the nation's leading health care advocacy and assistance company, serving more than 9,000 clients and nearly 24 million people across the country. The company offers a range of personalized services to help employees and their families navigate the complex health and insurance systems. The ultimate goal is to help improve employee health care outcomes while simultaneously reducing medical expenditures. In order to serve the needs of a diverse clientele, engage2Health specializes in health services and outcomes research and population management interventions. The e2H team integrates complex sources of health care data to provide customized solutions that promote quality and value in health care. The company is committed to the academic integrity of its programs and maintains a portfolio of peer-reviewed studies that adhere to rigorous scientific standards.












Show More
Report",2.9,"Health Advocate
3.1",Remote,-1,"Size
1001 to 5000 Employees",-1,"Founded
2001","Type
Subsidiary or Business Segment","Industry
Health Care Services & Hospitals","Sector
Healthcare"
"Data Scientist, Advisor [HYBRID]",$67K - $103K (Glassdoor est.),"Job Description

Join the Clean Energy Revolution
Become a Data Scientist, Advisor at Southern California Edison (SCE) and build a better tomorrow. In this job, you’ll be responsible for working closely with clients, data stewards & SMEs, information architects, data engineers, project/program managers, and other teams to turn data into critical information and knowledge that can be used to make data informed business decisions.
As a Data Scientist, your work will help power our planet, reduce carbon emissions, and create cleaner air for everyone. Are you ready to take on the challenge to help us build the future?
A day in the life - Get ready to think big, work smart and shine bright!

Show More
Report",2.9,"203,600
4.1","Rosemead, CA",-1,"Size
10000+ Employees",,"Founded
1879","Type
Subsidiary or Business Segment","Industry
Energy & Utilities","Sector
Energy, Mining & Utilities"
Data Scientist for Nonproliferation Policy Projects 1,Employer Provided Salary:$136K,"Data Scientist for Nonproliferation Policy Projects 1
Seattle, Washington
National Security
Regular Full-Time
No
02/09/2023
6478
USD $85,400.00/Yr.
USD $136,400.00/Yr.




































Show More
Report",2.9,"Pacific Northwest National Laboratory
4.0","Seattle, WA",-1,"Size
5001 to 10000 Employees",-1,"Founded
1965","Type
Company - Private","Industry
Energy & Utilities","Sector
Energy, Mining & Utilities"
Data Scientist,-1,"Job ID: 1049674
Career Area: Software & Electric and Electronics
Job Category: Software & Electric and Electronics
Location: Remote
, US
Date Posted: September 16, 2022
Brand: FCA Group

Job Overview
Qualifications
Your Mission

The Global Analytics & Data Products Team is looking for a Data Scientist. As a key member of the Data Science Team, your mission is to put science into decision making.

Priorities can change in a fast-paced environment like ours, so this role includes, but is not limited to the following responsibilities:
Partner with cross-functional teams to prioritize domain use cases for customer engagement and monetization
Develop novel research to deduce and draw conclusions from behavioral data to directly influence development
Design, analyze and graduate experiments within your domain assignments
Provide technical leadership to data scientists with a wide range of backgrounds through code reviews
Democratize and socialize learning by centralizing learning in a internal repository and external blog
Understand stakeholder needs and educate partners on the formulation of research questions and methodologies
Evangelize our data science practice within the company to increase research utilization and recruit new talent
Top Performers will be able to demonstrate
Successful influencing of non-technical peers and leadership to deliver substantive change
Measurable consumer engagement impact through analysis, statistical models or products built
Measurable revenue impact through analysis, statistical models or products built
Measurable consumer experience impact through analysis, statistical models or products built
Qualitative and quantitative deductions from experimentation that lead to product optimization

Your Platform,

A truly global company, we have headquarters in Amsterdam, Paris, Turin, and Auburn Hills. We also have technology hubs on the east and west coast of the United States, in South America and India. These locations are the nerve center of our company, where the best ideas combine with unrivalled rigor to create the biggest and best automotive experiences in the world.

Our World

Great mobility solutions start with great people! This is an exciting time to join us!

Stellantis is a leading global mobility player guided by a clear mission: to provide freedom of movement for all through distinctive, appealing, affordable and sustainable mobility solutions. Our Company’s strength lies in the breadth of our iconic brand portfolio, the diversity and passion of our 300,000 people, and our deep roots in the communities in which we operate.

In this new era of mobility, our portfolio of brands is uniquely positioned to offer distinctive and sustainable solutions to meet the evolving needs of customers, as they embrace electrification, connectivity, autonomous driving and shared ownership. Founded by visionaries who infused them with passion and competitive spirit, these brands have made automotive history for more than a century and continue to speak to customers and inspire our employees today.

The driving force behind us is the diverse and talented group of men and women around the world who bring their passion and experience to their work every day. And while we are a truly global organization, we remain deeply rooted in the communities in which we operate, and our people live and work.

EOE/Disability/Veteran

Our benefits reflects the FCA commitment to helping you reach your personal and professional goals. In addition to an environment that promotes career development, we offer benefits for a healthy lifestyle and a rewarding future, designed to take care of you and your family, in various stages of life.

As a global company, our employee packages will vary by country, customary norms and the legal entity into which you are hired.
Show More
Report",2.9,"Stellantis
3.6",Remote,-1,-1,"Type
Company - Private",-1,-1,-1,-1
Data Scientist (Remote),Employer Provided Salary:$130K - $150K,"Location: Remote (Candidates need to be located in the DMV (D.C., Maryland, Virginia) area in case an in person meeting is required)
Company Information:
Datawiz Corporation, a minority-owned Virginia based business incorporated in 1999. Datawiz is appraised at CMMI Level III for DEV & SVS by CMMI Institute a subsidiary of ISACA. Datawiz also achieved ISO 9001:2015, ISO 27001:2013, and ISO 20000-1:2011 certifications. With strong qualifications in Building, Securing and Managing IT infrastructure for Public and Commercial Sectors.
Datawiz holds a strong position and reputation providing support to various federal agencies to meet their small-business utilization requirements with high caliber products and services offerings, for their critical business processes. Through our proven project management and cost engineering methodology services, we ensure that our clients get maximum return on their investment by managing systems to meet their current and future needs.
Show More
Report",2.9,"Datawiz Corporation
3.8","McLean, VA",-1,"Size
1 to 50 Employees",-1,"Founded
1999","Type
Company - Private","Industry
Information Technology Support Services","Sector
Information Technology"
Data Scientist,Employer Provided Salary:$60.00 - $65.00 Per Hour,"Overview:
Tekwissen Group, is a workforce management provider throughout the USA and many other countries in the world. This client is a German multinational Pharmaceutical and biotechnology company and one of the largest pharmaceutical companies in the world, headquartered in Leverkusen, and areas of business include pharmaceuticals; consumer healthcare products, agricultural chemicals, seeds and biotechnology products.
Description:
Design and develop simulation models for real world operating facilities and manufacturing sites using high level programming languages (Java/Python) or commercial software (Anylogic)
Define appropriate development framework based on the model requirements
Show More
Report",2.9,TekwissenGroup,"Creve Coeur, MO",-1,-1,-1,-1,-1,-1,-1
Data Scientist,Employer Provided Salary:$120K - $150K,"Company Overview
Idea Evolver specializes in audience research and consumer insights as well as designing and engineering Software as a Medical Device applications.
Our primary verticals are healthcare, food, and retail. Our client list includes American Express, Dannon, AstraZeneca, United Therapeutics, Blue Origin, and K. Hovnanian Homes.
Position Overview
We are looking for a highly skilled Data Scientist to join our Consumer Insights team. This position will be responsible for utilizing data to provide valuable insights that inform business decisions and drive growth for our company and our clients.
Show More
Report",2.9,"Idea Evolver
3.9",Remote,-1,"Size
1 to 50 Employees",-1,"Founded
2011","Type
Company - Private","Industry
Advertising & Public Relations","Sector
Media & Communication"
Data Scientist,Employer Provided Salary:$70K - $90K,"Position Description
Data Scientist
At Barefoot Ocean our mission is to empower individuals, communities, and local organizations with the power of science and data. Our approach is to put fishing communities and marine resource managers at the center of their data creating tools that enable them to collect and use information both individually and collectively to drive decision-making and amplify management outcomes. We work to remove frustrations and bottlenecks associated with common data challenges including how to collect the data, where to store it, how to analyze it, what it means, and then most importantly how to get that information to a variety of users, within relevant timeframes. We strive to enable organizations, communities, and individuals to invest their time in using information, rather than struggling to generate it.
Show More
Report",2.9,Barefoot Ocean,Remote,-1,-1,-1,-1,-1,-1,-1
Data Scientist,-1,"About the job:
The Red Hat Engineering team is looking for a Data Scientist to join us. In this role, you will develop and modify software systems model and predict outcomes based on the data generated by the company in both its business and operations functions, including participating in upstream data science and machine learning project communities and evaluating new machine learning and data science technologies.
What you will do:
Work on data science projects, which require the ability to store, retrieve and manipulate
a wide range of data generated by the company in both its business and operations activities
Ensure software works as expected and provide documentation and communicate with stakeholders on its benefits and use, including communicating about machine learning and data science technologies and ongoing machine learning and data science projects with a variety of technical and non-technical stakeholders
What you will bring:
Show More
Report",2.9,"Red Hat Software
4.4",Remote,-1,-1,"Founded
1993",-1,-1,-1,-1
Data Scientist,$76K - $111K (Glassdoor est.),"Job Description Summary
As a member of the U.S. and Canadian Data Visualization team, you will be a part of developing and driving the data visualization strategy for the United States and Canadian markets. This position will be responsible for delivery of key visualization needs for all business units within GEHC USCAN Region.
Ideally, this role resides in the Waukesha/Milwaukee WI area, however has the potential to be remote.

GE Healthcare is a leading global medical technology and digital solutions innovator. Our mission is to improve lives in the moments that matter. Unlock your ambition, turn ideas into world-changing realities, and join an organization where every voice makes a difference, and every difference builds a healthier world.
Show More
Report",2.9,"GE Healthcare
4.2","Waukesha, WI",-1,"Size
10000+ Employees",,"Founded
1892","Type
Company - Public","Industry
Health Care Services & Hospitals","Sector
Healthcare"
Data Scientist,Employer Provided Salary:$60.00 Per Hour,"Data Scientist- USC Only-Remote- Need Public Trust Clearence-5+ - 60 c2h
Specialization:
Technical Skills:
Skill-Years/Level of Experience
Microsoft Azure Databricks-P2 – Intermediate
Jenkins (Software)-P2 – Intermediate
Machine Learning-P2 – Intermediate
Role Description:
Show More
Report",2.9,Lumin Global,Remote,-1,-1,-1,-1,-1,-1,-1
Data Scientist,Employer Provided Salary:$55.00 - $60.00 Per Hour,"CW Data Scientist (1128603)
Location: Plano, TX
Duration: 12 Months
Description:
About Toyota Financial Services:
Headquartered in Plano, TX., Toyota Financial Services (TFS) is the finance and insurance brand for Toyota in the United States, offering retail auto financing and leasing through Toyota Motor Credit Corporation (TMCC) and extended service contracts through Toyota Motor Insurance Services (TMIS). Lexus Financial Services is the brand for financial products for Lexus dealers and customers. TFS currently employs over 3,300 associates nationwide, and has managed assets totaling more than $81 billion. It is part of a worldwide network of comprehensive financial services offered by Toyota Financial Services Corporation, a wholly-owned subsidiary of Toyota Motor Corporation. Equal Opportunity Employer.
Show More
Report",2.9,"ComTec
2.8","Plano, TX",-1,"Size
51 to 200 Employees",-1,"Type
Company - Private","Revenue
Unknown / Non-Applicable",-1,-1
Data Scientist,Employer Provided Salary:$115K - $125K,"Job Title: Data Scientist
Position Summary:
The Data Scientist will report to the VP of Marketing Automation & Data Intelligence and be responsible for finding and implementing automation opportunities across all our reporting dashboards, providing advanced analytical support to our broad marketing efforts. This role will work closely with the Development, Research Cohorts/Partnerships, Brand Marketing, Public Policy, and other teams to provide business intelligence insights. It will advance the Foundation’s ability to execute data-driven marketing campaigns by continuously improving audience behavior and response understanding. Additionally, this person will take ownership of our marketing data pipeline and manage the BI the BI systems and Salesforce integration.
This person will also be responsible for supervising the workflow of two junior Data Scientists.








Show More
Report",2.9,"The Michael J Fox Foundation
2.9","New York, NY",-1,"Size
51 to 200 Employees",-1,"Founded
2000","Type
Nonprofit Organization","Industry
Grantmaking & Charitable Foundations","Sector
Nonprofit & NGO"
Junior Data Scientist,Employer Provided Salary:$78K - $162K,"Description
Job Description:
Are you ready to work on projects that can potentially change the world? Join us at Leidos, where your most important work is ahead! At Leidos we are committed ensuring work life balance. We offer a variety of options for career development (including fully paid continuing education and training) and rewarding your career longevity and progression. Leidos is the employer of choice for the NEXT GENERATION of cyber scientist and analysts. You will enjoy great benefits such as 5 weeks of Paid Time Off, Flexible Schedules, Discounted Stock Purchase Plans, Unlimited Education and Training Support, Pandemic Paid Leave, Parental Paid Leave and more! If this sounds like a place you can thrive, keep reading!

Pay Range $78,000.00 - $120,000.00 - $162,000.00
Show More
Report",2.9,"Leidos
3.9","Fort Meade, MD",-1,"Size
10000+ Employees",-1,"Founded
1969","Type
Company - Public","Industry
Aerospace & Defense","Sector
Aerospace & Defense"
Data Scientist,Employer Provided Salary:$73K - $176K,"At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or economic standing, has access to affordable, convenient, and secure products and services to take control of their financial lives.
Job Description Summary: As a Data Scientist at PayPal, you will apply your strategic data and analytical skills to solve major risk challenges in the Large Enterprise Seller Risk Organization
Job Description:
As a Data Scientist at PayPal, you will apply your strategic and analytical skills to solve major risk challenges. You will act as a risk consultant to drive recommendations and implement solutions that ultimately impact the top and bottom lines. And you will do it all by collaborating with a global team of colleagues across sales, operations, product, data science, and finance in an environment that values your risk domain and data expertise, encourages you to take on new responsibility, promotes continuous learning, and rewards innovation.
PayPal is committed to fair and equitable compensation practices.

Actual Compensation is based on various factors including but not limited to work location, and relevant skills and experience.

The total compensation for this practice may include an annual performance bonus (or other incentive compensation, as applicable), equity, and medical, dental, vision, and other benefits. For more information, visit https://www.paypalbenefits.com.

The U.S. national annual pay range for this role is $72700 to $176000







Show More
Report",2.9,"PayPal
4.0","Austin, TX",-1,"Size
10000+ Employees",-1,"Founded
1998","Type
Company - Public","Industry
Internet & Web Services","Sector
Information Technology"
