Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist - Fully remote,-1,"Key Accountabilities
Design and build validation tests to assess the efficiency of the model (or algorithm) in place and provide strategic insights to stakeholders
Develop mechanisms to objectively measure the performance of initiatives against the proper benchmarks and propose recommendations for improvement
Develop frameworks, models, tools, and processes to ensure data influences decisions at all levels in a timely and high-quality manner
Initiate and conduct analytic experiments aligned with strategic initiatives. Machine learning and experience with classification (Forest/K nearest neighbors) and regression (linear/decision tree)
Combine great data analytics skills with strong business acumen to provide key insights
Required
Preferred
Show More
Report",4.1,"Meduit
2.5","Waco, TX",-1,"Size
501 to 1000 Employees",-1,"Type
Self-employed","Industry
Health Care Services & Hospitals","Sector
Healthcare","Revenue
$100 to $500 million (USD)"
Data Scientist - Level 1,-1,"OPS Consulting is seeking candidates for Data Scientists.

The position requires experience with:
Analysis
Process Automation
Data Normalization
Data Visualization
Machine Learning
Statistics
Cloud Analytics
Mathematics/Statistics
Computer Science
Domain Expertise/Analysis
Presentation
Show More
Report",4.1,"OPS Consulting, LLC
4.2","Annapolis Junction, MD",-1,"Size
51 to 200 Employees",-1,"Founded
1999","Type
Company - Private","Industry
Information Technology Support Services","Sector
Information Technology"
Data Scientist,-1,"Reports to: President / CEO

Position Status: Permanent – Full Time

FLSA Status: Exempt

Location: Pasadena, TX / Hybrid





Show More
Report",4.1,"H+M Industrial EPC
3.9","Pasadena, TX",-1,"Size
201 to 500 Employees",-1,"Founded
1988","Type
Company - Private","Industry
Construction","Sector
Construction, Repair & Maintenance Services"
Data Scientist,-1,"We are looking for a Data Scientist to derive insights from the vast amounts of patient and environmental data available within our data warehouse.
Job Responsibilities:
The incumbent will work closely with Client's researcher teams to design analysis specifications, including input data specifications, data cleaning, algorithms, and interpretation of results.
The incumbent will develop and implement algorithms on existing data warehouse records and may nominate new external data sources to be ingested to the data warehouse to strengthen analyses.
Analyses will address a wide variety of clinical and research outcomes.
The incumbent will research and implement state-of-the-art AI algorithms, apply off-the-shelf AI and data-centric tools, and collect, store, and maintain data.
Show More
Report",4.1,"X2Logics
4.7","Los Angeles, CA",-1,"Size
1 to 50 Employees",-1,"Type
Company - Private","Revenue
Unknown / Non-Applicable",-1,-1
Data Scientist,-1,"Data science at the National Security Agency (NSA) is a multi-disciplinary field that uses elements of mathematics, statistics, computer science, and application-specific knowledge to gather, make, and communicate principled conclusions from data. Data science is present in every aspect of the mission. NSA Data Scientists tackle challenging real-world problems leveraging big data, high-performance computing, machine learning, and a breadth of other methodologies. We are looking for critical thinkers, problem solvers, and motivated individuals who are enthusiastic about data and believe that answers to hard questions lie in the yet-to-be-told story of diverse, complicated data sets. You will employ your mathematical science, computer science, and quantitative analysis skills to develop solutions to complex data problems and take full advantage of NSA's capabilities to tackle the highest priority foreign intelligence and cybersecurity challenges. As a Data Scientist, your responsibilities may include: - Exploratory data analysis and exploratory model-fitting to reveal data features of interest - Machine-learned predictive modeling - Construct usable data sets from multiple sources to meet customer needs - Identifying and analyzing anomalous data (including metadata) - Developing conceptual design and models to address mission requirements - Developing qualitative and quantitative methods for characterizing datasets in various states. - Performing analytic modeling, scripting, and/or programming - Working collaboratively and iteratively throughout the data-science lifecycle - Designing and developing analytics and techniques for analysis - Analyzing data using mathematical and statistical methods - Evaluating, documenting, and communicating research processes, analyses, and results to customers, peers, and leadership - Creating interpretable visualizations.
Show More
Report",4.1,"National Security Agency
3.6","Fort Meade, MD",-1,"Size
Unknown",-1,"Type
Government","Industry
National Agencies","Sector
Government & Public Administration","Revenue
Unknown / Non-Applicable"
Data Scientist,-1,"Job Title: Data Scientist
Department: Information Technology
Reports To: Vishnu Venkatesh
Work Location: Flexible for remote and/or onsite. East coast preference.
Who we are: Vibronyx is a rapidly growing startup focused on building future-ready supply chains using AI technologies and data analytics. We are helping our department of defense and commercial clients solve some of the toughest digital supply chain challenges.
The value that you will bring: As a Data Scientist, you will help in the development of predictive technologies that will power the next generation of supply chains. Your abilities to apply machine learning and artificial neural network methodologies will underly our customers’ predictive capabilities. You will be using your coding skills to discover features and train models. You will be working on teams on multiple projects concurrently that involve cross-functional disciplines across customer and internal organizations


Apply analytical thinking and curiosity to build analytical solutions
Communication skills that enable you to tell the story of the data
Willingness to learn, be coached and take feedback
Be able to embrace a prototype and fail-fast culture
Consultative approach to problem solving with clients and internal teams


Collaborate with various stakeholders to understand requirements, and translate those requirements into technical solutions
Develop templates, design, develop, and integrate data and models for repeatability
Stay current on new technologies and methods across data science and analytics, data engineering, and data visualization, share best practices to improve technical capabilities of the team
Identify appropriate data sources to answer business question
Explore, identify and evaluate features and models
Extract, transform, cleanse, and organize and standardize data to make data usable for machine learning and neural networks
Visualize accuracy and relationships within data
Engage in best practices discussions with other team members, discuss project activities and results with team
Build documentation and presentations of project results
Communicate results of analyses and associated business benefits to business partners and executives including the application of statistical exploratory data analysis to communicate value of data


1 to 3+ years of technical experience with relevant analytics programming languages, frameworks, and visualization tools
Ability to collect and analyze complex data
Must be able to organize and prioritize work to meet multiple deadlines
Must be able to communicate effectively in both oral and written form
Must have strong time management skills
Curiosity, learning ambition and collaborative behavior essential to this role.
Must have demonstrated experience in working with relational databases and advanced SQL techniques
Must have demonstrated experience in feature discovery and engineering
Must have demonstrated experience in communicating relationships in data using statistical modeling
Must have demonstrated experience in advanced Classification and Regression machine learning algorithms
Must have demonstrated experience in Natural Language Processing technologies
Must have demonstrated experience in Deep Learning technologies
Must have demonstrated experience in Python data analysis frameworks and visualization including Pandas, Seaborn/Matplotlib, Jupyter and Keras/Tensorflow
Must have demonstrated experience in dealing with imbalanced data
Must have demonstrated experience in Git version control
Showcasing your data science skills and experience through public repos is a plus
Familiarity with AutoML tools such as PyCaret is a plus
Knowledge of NoSQL and Graph databases is a plus
Knowledge and familiarity with JSON, Protocol Buffers is a plus
Knowledge and familiarity with Windows operating systems. Familiarity with Linux is a plus.
Working knowledge of a virtual machines in a cloud environment like AWS
Regular, predictable, full attendance is an essential function of the job
Must be a U.S. Citizen or authorized to work in the U.S. without sponsorship and able to pass government security process to work within government systems


Experience with supply chain management data and technology is desirable (e.g. ERP, Transportation Management and Warehouse Management systems)
Priority for current or recent DoD Common Access Card holders


Willingness to travel as necessary, work the required schedule, work at the specific location required


Bachelor’s degree required, concentration in Data Analytics, Engineering, Operations Research, Statistics, Applied Math, Computer Science, or related quantitative certifications
At Vibronyx – the ability to help our clients, colleagues and communities flourish is driven by the diversity of thought, talent, interests, and experiences of our valued team members. We don’t just accept these differences, we cherish them. Vibronyx is proud to be an equal opportunity workplace and is an affirmative action employer. We invite you to join us and feel the VIBES: https://vibronyx.com/about/
Show More
Report",4.1,Vibronyx,Remote,-1,-1,-1,-1,-1,-1,-1
Data Scientist,-1,"Full Time / Part Time Full Time Job Type Staff Reports To Executive Director-Institutional Effectiveness Position Summary
This position is responsible for leading the development of advanced analytics projects and reports that integrate multiple data sources and tables to transform data into actionable insights and solutions. The Data Scientist will work with a team of Analysts, Service Support staff, and IT professionals developing solutions and analytics application projects to meet the needs of multiple university stakeholders including, but not limited to, University Advancement, Institutional Research, and Academic and Student Affairs. This position will be overseeing projects in a variety of institutional areas and would be a main point of contact for end users across the institution for technical solutions to data integration and analytics. Main responsibilities include working with end users to develop reporting tools, create dashboards, and analyze data. You would be collaborating with a team of cross-functional professionals to strive towards making our end users highly productive.
Due to the nature of this position, there will be times when you would be expected to work outside of normal business hours due to system validation after upgrades, application support, etc.
Principal Accountabilities

Qualifications


Working Environment
Physical Capacities







Show More
Report",4.1,"Bryant University
4.4","Smithfield, RI",-1,"Size
501 to 1000 Employees",-1,"Type
College / University","Industry
Colleges & Universities","Sector
Education","Revenue
$100 to $500 million (USD)"
Data Scientist,-1,"Kershner Trading Group is a leading proprietary trading and technology firm, headquartered in Austin, Texas with offices in midtown Manhattan, NY and Chicago, IL. We provide capital and infrastructure to in-house quantitative and discretionary traders. We currently have an opening for a Data Scientist to work in our Austin, TX location or remotely.

Responsibilities:
Work with a team of Data Scientists to analyze data and create intraday algorithmic trading strategies
Provide valuable input to software engineers in order to enhance our back testing engine and data analysis tools for predictive model analysis
Collaborate with the team in order to enhance the trading software, reduce slippage and increase model efficiency




Show More
Report",4.1,"Kershner Trading Group
3.6","Austin, TX",-1,"Size
51 to 200 Employees",-1,"Type
Company - Private","Industry
Investment & Asset Management","Sector
Financial Services","Revenue
$25 to $100 million (USD)"
Data Scientist,-1,"526285

Medical Center

Herbert Irving Comprehensive Cancer Center

Full Time

Opening on: Jun 1 2022

Grade 105

Job Type: Officer of Administration


Regular


35


Position Summary

The Herbert Irving Comprehensive Cancer Center (HICCC) at Columbia University Irving Medical Center has an immediate opening for a data scientist to lead implementation of data-driven cancer clinical trial innovations. The HICCC provides a comprehensive and personalized approach to cancer care to thousands of patients each year and has a mission to couple cutting edge research and discoveries into new therapies and treatments. Advancements in the availability of clinical data and computational power present new opportunities to improve the efficiency and effectiveness of cancer clinical trials. The successful candidate will have a track record of creativity and applying data-driven solutions in biomedical informatics, clinical informatics, genetics, and/or cancer biology.

The successful candidate will work with the Chief Officer for Cancer Data Science to research, design, and implement data-driven strategies to improve clinical trial enrollment, evaluate EHR-driven screening programs, evaluate outcomes of interventions on diverse populations, and integrate genomic and clinical data for research studies.

As a data scientist in the cancer center, the successful candidate will have the opportunity to lead a team that implements novel strategies for improving clinical trials that will be used by hundreds of doctors and will affect thousands of patients. This position will be supervised by the Chief Officer for Cancer Data Science at the Herbert Irving Comprehensive Cancer Center and will have interdisciplinary collaboration opportunities across the medical center.

Responsibilities

A strong quantitative research background, statistical and programming proficiency, strong informatics knowledge

A demonstrated track record in observational and real-world data research

Extensive experience in scientific programming languages, such as Python and R

Expertise working with large multimodal data, including database management, computing systems, and scientific programming

Perform related duties & responsibilities as assigned/requested.

Minimum Qualifications

Bachelor's degree or equivalent in education and experience plus 4 years related experience.

Preferred Qualifications

MS, MA, or equivalent in a quantitative field such as Biomedical Informatics, Statistics, Genetics, Epidemiology, Computer Science, or a related field of study.

Strong communications and oral presentation skills.

Equal Opportunity Employer / Disability / Veteran

Columbia University is committed to the hiring of qualified local residents.
Show More
Report",4.1,"Columbia University Medical Center
4.1","New York, NY",-1,"Size
10000+ Employees",-1,"Founded
1754","Type
College / University","Industry
Colleges & Universities","Sector
Education"
Data Scientist,-1,"Company
Federal Reserve Bank of New York
Working at the Federal Reserve Bank of New York positions you at the center of the financial world with a unique perspective on national and international markets and economies. You will work in an environment with a diverse group of experienced professionals to foster and support the safety, soundness, and vitality of our economic and financial systems.

The Bank believes in work flexibility to balance the demands of work and life while also connecting and collaborating with our colleagues in person. Employees can expect to be in the office a couple of days per week as needed for meetings and team collaboration and should live within a commutable distance.
What we do:
DAO
The Data & Analytics Office (DAO) at the Federal Reserve Bank of New York drives the enterprise data and analytics strategy for the Bank and owns data policy and governance standards. The DAO is responsible for establishing a data foundation for the Bank, building capabilities while setting standards and measurements for data quality, compliance, security, and retention of our data assets. In addition, the DAO focuses on innovating through, and driving advanced analytics in collaboration across the System.





Full time
Regular
Yes
Data Analytics
First (United States of America)
Show More
Report",4.1,"Federal Reserve Bank of New York
4.5","New York, NY",-1,"Size
1001 to 5000 Employees",-1,"Founded
1914","Type
Company - Private","Industry
Banking & Lending","Sector
Financial Services"
Data Scientist,-1,"Keller Williams Realty, Inc. (KWRI)
Keller Williams Realty, Inc. is the foremost provider of real estate solutions, offering the most comprehensive end-to-end portfolio of products, services, and training in the industry. KWRI is made up of a diverse team of more than 300 passionate professionals who are redefining the global real estate industry. KWRI supports and innovates on behalf of over 180,000 Keller Williams real estate professionals around the world. KWRI’s headquarters employs a diverse group of strategists, innovators, storytellers, and technologists who help transform the way agents market, sell, and interact with their clients. KWRI’s on-site learning center and extensive Career Visioning program support the company’s emphasis on teamwork while allowing individuals with all backgrounds to explore and grow together.
Keller Williams Core Values Responsibility: Every member of the Keller Williams leadership team is responsible for leading and modeling diverse, equitable, and inclusive practices in the workplace relative to hiring, promoting, paying, and managing people. Leaders are expected to treat all people with civility, respect, and dignity and demonstrate the 10 core values that form our belief system.


Show More
Report",4.1,"Keller Williams
4.3",United States,-1,"Size
5001 to 10000 Employees",-1,"Founded
1983","Type
Company - Private","Industry
Real Estate","Sector
Real Estate"
Data Scientist,-1,"Description:
Must have some combination (2 or more) of the following skill areas:

Foundations: Mathematical, Computational, Statistical

Relevant experience must be in designing/implementing machine learning, data science, advanced analytical algorithms, programming (skill in at least on high level language (e.g. Python), statistical analysis (e.g. variability, sampling error, inference, hypothesis testing, EDA, application of linear models), data management (e.g. data cleaning and transformation), data mining, data modeling and assessment, artificial intelligence, and/or software engineering.

Requirements:
Bachelor's?Degree must be in Mathematics, Applied Mathematics Statistics, Applied Statistics, Machine learning, Data Science, Operations Research, or Computer Science or a degree in a related field (Computer Information Systems, Engineering), a degree in the physical/hard sciences (e.g. physics, chemistry, biology, astronomy), or other science disciplines with a substantial computational component (i.e. behavioral, social, or life) may be considered if it included a concentration of coursework (5 or more courses) in advanced Mathematics (typically 300 level or higher, such as linear algebra, probability and statistics, machine learning) and/or computer science (e.g. algorithms, programming, , data structures, data mining, artificial intelligence). College-level requirement, or upper-level math courses designated as elementary or basic do not count.
Show More
Report",4.1,"Fuse Engineering LLC
5.0","Fort Meade, MD",-1,"Size
Unknown",-1,"Type
Company - Private","Industry
Information Technology Support Services","Sector
Information Technology","Revenue
Unknown / Non-Applicable"
Data Scientist,-1,"Keystone is a premier strategy and economics consulting firm solving the most complex challenges of competition, strategy, and intellectual property for leading technology firms and global brands. We work at the forefront of influential technology cases changing consumer behavior and regulation laws and impacting society on a global scale. Keystone brings an interdisciplinary approach, leveraging the intersection of economics, technology, and business strategy to deliver transformative ideas.
The Keystone Advanced Technology Solutions (K.ATS) group is made up of engineers, computer scientists, and data scientists, and plays a key role in Keystone’s interdisciplinary approach. Data Scientists on the K.ATS team focus on everything from natural language processing to machine learning models, and help find creative ways to apply those approaches to solve unique, large-scale, highly complex problems.
At Keystone you will work on highly impactful technical challenges with Fortune 100 tech and law clients, grow your professional network, and gain relationships that last a lifetime. You will have the opportunity to partner with leading academic experts from Stanford, Harvard, MIT, Wharton, and other top universities on some of the most interesting problems today. You will expand your technical skills working on a broad range of fast-paced technology focused projects with cutting-edge companies and make an immediate impact.

Show More
Report",4.1,"Keystone Strategy
3.6","Boston, MA",-1,"Size
51 to 200 Employees",-1,"Founded
2003","Type
Private Practice / Firm","Industry
Business Consulting","Sector
Management & Consulting"
Crisis Pay - Data Scientist III Advanced Analytics // Urgent Requirement,-1,"Job description
Job Title: Senior Software Engineer
Location – Milan, IL, US
Duration: Permanent
Shift: Must be onsite in Milan, IL. 7am-3:30pm CT work schedule.
What are the 3-4 non-negotiable requirements of this position?
looking for someone with 5 -10 years of data analytics experience reflected on the resume.
What are the nice-to-have skills?
Two (2) years experience working with data extraction and manipulation language. Two (2) years experience working with Open Source Tools (e g , R, Python). Two (2) years machine learning experience. Two (2) years experience working with SQL. Two (2) years relational database experience. Two (2) years programming experience





Show More
Report",4.1,"Plaxonic Technologies
4.6","Pasadena, CA",-1,"Size
51 to 200 Employees",-1,"Founded
2013","Type
Company - Private","Industry
Information Technology Support Services","Sector
Information Technology"
Visualization/Data Scientist,-1,"Codes software applications to adhere to designs supporting internal business requirements or external customers. Standardizes the quality assurance procedure for software. Oversees testing and develops fixes.
May require a bachelor’s degree in a related area and 2-5 years of experience in the field or in a related area. Has knowledge of standard concepts, practices, and procedures within Spotfire.
Ability to collaborate with our team to edit and develop custom Visualization reports, dashboards and charts.
2 years Spotfire, Tableau or BI experience
1+ years working with Clinical related data
Show More
Report",4.1,"Vita Data Sciences
1.0","Waltham, MA","Waltham, MA","Size
Unknown",-1,"Type
Subsidiary or Business Segment","Industry
Information Technology Support Services","Sector
Information Technology","Revenue
Unknown / Non-Applicable"
Data Scientist,-1,"Skills relating to Mathematics/Statistics .
Graduate/Engineer/Post-Graduate with a huge interest in handling numbers.
Ability to understand all domains in businesses across various sectors.
A natural passion for numbers, business, coding, Analytics, and Artificial Intelligence, Machine Learning, visualization.
Good verbal and written communication skills.
Analyze large and complex data sets from multiple sources.
Develop and evaluate data analytics models, algorithms and solutions.
Implement algorithms to mine targeted data and the ability to convert data into a business story.
Show More
Report",4.1,"Wise Equation Solutions
4.9","Austin, TX",-1,"Size
51 to 200 Employees",-1,"Founded
2006","Type
Company - Private","Industry
Information Technology Support Services","Sector
Information Technology"
Data Scientist,-1,"The Data Scientist handles raw data (e.g. structured, unstructured, and mixed datasets), and analyzes data through the application of various statistical techniques or tools.
KNOWLEDGE, SKILLS, AND ABILITIES:
The successful candidate should have at least one and preferable more than one of the following skills:
Familiar with programming languages such as, but not limited to: R, SAS, Python, MatLab, SQL, Hive, Pig, and Spark.
Experienced in working with and exploiting big data; distributed computing; predictive modelling; mathematics; statistics; machine learning; story-telling; and visualization.
Demonstrates ability to extract meaning from and interpret data using a variety of tools and methods from statistics and machine learning.

Show More
Report",4.1,"QVine Corporation
3.4","Washington, DC",-1,"Size
51 to 200 Employees",-1,"Type
Company - Private","Industry
Computer Hardware Development","Sector
Information Technology","Revenue
$5 to $25 million (USD)"
Data Scientist,-1,"Note: This position involves an in office hybrid schedule in the Houston Area.

Description:
Work on statistical analysis and modeling, as well as leading the roll out of Big Data capabilities, consumer initiatives and analytic framework. Some key responsibilities: Design, create, test and implements models through algorithms that drive analytical products throughout the organization. Provide advanced expertise on statistical and mathematical concepts for the broader Data and Analytics department. Apply and inspire the adoption of advanced data science and analytics across the business. Work with Data Engineers and SME?s to understand the raw data and/or create engineered features that improve model performance. Collaborate with cross-functional team members to deliver high-impact scalable and sustainable products in a Minimum Viable Product (MVP) approach through product releases. Use data science techniques to find data patterns, anomalies, and optimization opportunities. Provide expertise on mathematical concepts for the broader applied analytics team and inspire the adoption of advanced analytics and data science across the entire organization. Interpret, translate and communicate analytical findings to business stakeholders through visualizations
Show More
Report",4.1,"Blackrock Resources
4.1","Houston, TX",-1,"Size
51 to 200 Employees",-1,"Founded
2012","Type
Company - Private","Industry
HR Consulting","Sector
Human Resources & Staffing"
Senior Data Scientist,-1,"The NBA is committed to providing a safe and healthy workplace. To safeguard our employees and their families, our visitors, and the broader community from COVID-19, and in consideration of recommendations from health authorities and the NBA’s own advisors, any individual working onsite in our New York and New Jersey offices must be fully vaccinated against COVID-19. The NBA will discuss accommodations for individuals who cannot be vaccinated due to a medical reason or sincerely held religious belief, practice, or observance.

At the NBA, we’re passionate about growing and celebrating the game of basketball. Through the intensity of the game and the amazing athletic skill of our players, we deliver excitement to hundreds of millions of fans worldwide.

As a global sports and media business, the NBA is so much more. While Basketball Operations runs the league’s on-court activities, other departments manage relationships with television and digital media partners, develop marketing partnerships with some of the world’s most recognizable companies, oversee the licensing of NBA merchandise, and handle a wide range of responsibilities that drive the NBA’s success.











Show More
Report",4.1,"the NBA
4.0","New York, NY",-1,"Size
1001 to 5000 Employees",-1,"Founded
1946","Type
Company - Private","Industry
Sports & Recreation","Sector
Arts, Entertainment & Recreation"
Marketing Data Scientist,-1,"Stefanini Group is hiring!
Do you want to be a part of a highly innovative, digitally transformative team and work on cutting-edge, state-of-the-art technologies? If yes, then this is for you!
An exciting opportunity awaits, let us help you get started!
Click Apply now or call: (248) 263-5741 for faster processing!
Open to W2 candidates only!
Description:
MARKETING DATA SCIENTIST
Show More
Report",4.1,"Stefanini
3.8","Durham, NC",-1,"Size
10000+ Employees",-1,"Founded
1987","Type
Subsidiary or Business Segment","Industry
Information Technology Support Services","Sector
Information Technology"
