Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue
"Staff Software Engineer, Machine Learning - Homefeed & Notifications",Employer Provided Salary:$214K,"Discord is about creating a space for everyone to find belonging in their lives. Hundreds of millions of people use Discord every week to have meaningful interactions. The mission of the Content Recommendation team at Discord is to help users connect and engage with the online communities to create this belonging. We are working on enabling our users' experiences with search, recommendations, and smart notifications. We are just starting to build these ML driven user experiences and if you are someone who is passionate about building things from scratch, this could be a great opportunity for you! What You'll Do: Care deeply about business outcomes and constraints and keep them in mind as they solve hard, unbounded problems; Work with product, data science, policy and UXR to create an ML driven product strategy. Collaborate with leadership and senior engineers across the team to define the technical vision and build on the technical roadmap for ML systems. Design and build large scale low latency machine learning systems for retrieval, ranking and personalization. Build generalizable infrastructure for retrieval, ranking and NLP, especially using MLOps stacks like TFX. Working with Engineering Managers and other Staff Engineers to make decisions for Discord and engineering function as a whole. Coach and mentor the next generation of technical leaders at Discord. What You'll Need: Bachelor's degree or higher in a quantitative field including Computer Science, Physics, Applied Math, Statistics or other quantitative fields. 7+ years of software development experience, or 5+ years with an advanced degree. Strong communication skills and the ability to work well cross-functionally. Strong product sense, maintain a high degree of empathy for your internal and external users and seek feedback from them about your work First Principles mindset and approach. Comfortable with ambiguity and get excited about working collaboratively to figure out solutions to complex problems, and then implementing them. You have helped define the architecture, tooling, and strategy for large-scale machine learning systems and tools. You have shipped large-scale recommendation/ search / adsML systems; and you've worked with distributed systems deployed at scale. You have a deep understanding of seminal approaches to retrieval and ranking; and you keep up with the industry trends and can assess new technologies that can help us better solve problems. New York City residents only: Minimum salary of $214,000/year + equity and benefits*Note: Disclosure as required by NYC Pay Transparency LawColorado residents only: Minimum salary of $171,200/year + equity and benefits*Note: Disclosure as required by sb19-085(8-5-20).Benefits and Perks Comprehensive medical insurance including Health, Dental and Vision (plus up to $20,000 for gender affirmation procedures) Mental health resources and quarterly wellness stipends 16+ paid holidays, 4 weeks of PTO + use-what-you-need sick days Paid parental leave (plus fertility, adoption and other family planning benefits) Flexible long-term work options (remote and hybrid) Volunteer time off A diverse slate of Employee Resource Groups Plus commuter contributions and other perks for office-based employees About Us Discord is a voice, video and text app that helps friends and communities come together to hang out and explore their interests — from artists and activists, to study groups, sneakerheads, plant parents, and more. With 150 million monthly users across 19 million active communities, called servers, Discord has grown to become one of the most popular communications services in the world. Discord was built without selling ads or user data and instead, offers a premium subscription called Nitro that gives users special perks like higher quality streams and fun customizations. We’re working toward an inclusive world where no one feels like an outsider, where genuine human connection is a click, text chat, or voice call away. A place where everyone can find belonging. Challenging? Heck yes. Rewarding? Double heck yes. It’s a mission that gives us the chance to positively impact millions of people all over the world. So if this strikes a chord with you, come build belonging with us!
Show More
Report",4.1,"Discord
3.9","San Francisco, CA",-1,"Size
501 to 1000 Employees",-1,"Founded
2015","Type
Company - Private","Industry
Internet & Web Services","Sector
Information Technology"
Sr. Data Scientist,-1,"Pringle Robotics Inc. is an Autonomous Service Robotics Solution Provider pioneering in the Healthcare, Hospitality & Retail Industry. Pringle Robotics creates and sells the most advanced autonomous robots for guiding, delivery, sanitation and cleaning tasks. We are on the cutting edge of technology and positioned for substantial growth over the next few years. This is an opportunity to join one of the fastest growing industries with a great company. The opportunity for growth and advancement for motivated and hard-working individuals is virtually unlimited.
Pringle Robotics Inc. is looking for an experienced Sr. Data Scientist to apply highly complex statistical techniques to help solve problems. Reporting to the Chief Technology Officer, the Data Scientist is part of the Product Development team. As a member of this team, you will provide insights and actionable recommendations to the business and development teams as well as use highly complex statistical modeling to make predictions about future outcomes in multiple scenarios.
Show More
Report",4.1,"Pringle Robotics Inc
4.4",Remote,-1,-1,"Founded
2004",-1,-1,-1,-1
Data Scientist,Employer Provided Salary:$110K - $125K,"Position Summary
Caris Life Sciences is looking for a creative, driven, and goal-oriented data scientist for R&D to enable and expand the Caris suite of histopathology biomarkers. This role will be responsible for developing computer vision-based machine learning algorithms and analytic pipelines to drive Caris' research initiatives forward, including designing, developing, and maintaining the machine learning infrastructure. The successful candidate will possess proficient analytical capability, a solid scientific background, strong communication skills, and a passion for personalized medicine and innovation. In addition, the position has numerous opportunities for publishing scientific results.
Job Responsibilities
Developing, implementing, refining, and testing algorithms and workflows that achieve strategic goals in image biomarker discovery, molecular profiling, and R&D objectives.

Show More
Report",4.1,"Caris Life Sciences
2.9","Irving, TX",-1,"Size
1001 to 5000 Employees",-1,"Type
Company - Private","Industry
Research & Development","Sector
Management & Consulting","Revenue
$100 to $500 million (USD)"
-1,Employer Provided Salary:$136K - $177K,-1,4.1,-1,-1,-1,"Size
1001 to 5000 Employees",-1,"Founded
2012","Type
Company - Public","Industry
Internet & Web Services","Sector
Information Technology"
-1,Employer Provided Salary:$75.00 Per Hour,-1,4.1,-1,-1,-1,"Size
51 to 200 Employees",-1,"Type
Contract","Industry
Computer Hardware Development","Sector
Information Technology","Revenue
$5 to $25 million (USD)"
Tapad - Senior Data Scientist (Remote),$93K - $142K (Glassdoor est.),"Company Description

Position is open to Remote candidates in the US or Canada. Must be able to work starting around 9am EST to connect with teammates in Oslo, Norway.
Founded in 2010, Tapad cracked the code on cross-device marketing technology. Our groundbreaking, proprietary technology assimilates trillions of data points to find the relationship between smartphones, desktops, laptops, tablets, and connected TVs. Ten years later, we are processing data at petabyte scale, with an engineering team that comprises roughly half of our entire organization. When you work with us, you matter, and your work matters.
We use Scala, in combination with large-scale data processing and open-source technologies, to build our device graph. Across our engineering teams, we also use Scala, GCP, Spark, Kubernetes, Python, TypeScript, Angular, and anything else that helps us get the job done. We're open-minded about new technologies, we're passionate about what we do, and we make time for everyone to learn and grow as the industry changes. Engineers at Tapad are approachable and ambitious people who think outside the box and solve big problems collaboratively.






Show More
Report",4.1,"Experian
4.3","New York, NY",-1,"Size
10000+ Employees",,"Founded
1980","Type
Company - Public","Industry
Research & Development","Sector
Management & Consulting"
People Data Scientist,-1,"What People Analytics & Insights contributes to Cardinal Health
The People and Analytics Insights (PAI) team provides insights that drive outcomes. Our mission is to empower all leaders and HR stakeholders within Cardinal Health to make data-driven people strategy decisions quickly, easily, and with confidence.
What Data Science contributes to Cardinal Health

Data Science applies base, scientific methodologies from various disciplines, techniques and tools that extracts knowledge and insight from data to solve complex business problems on large data sets, integrating multiple systems.
The People Data Science team within PAI develops proactive partnerships with key stakeholders. The team promotes an analytical mindset while elevating the use of advanced statistical solutions and models. Leveraging R, Python, and Tableau, the team generates and shares insights that allow our partners to answer their most pressing HR questions and make better decisions.

Show More
Report",4.1,"Cardinal Health
3.7",Florida,-1,-1,"Founded
1971",-1,-1,-1,-1
Data Scientist,$79K - $127K (Glassdoor est.),"We are seeking highly motivated individuals for Data Scientist positions in our Houston and Dallas, Texas offices. The position candidate collects and processes data to formulate ways to assist the clients on specific projects. The position candidate must have an eager approach to learning; be capable of effective communication; and be a team player with strong analytical and organizational skills.

Email info@kitprofs.com to Apply

Culture and Benefits
Philosophy














Show More
Report",4.1,"Kit Professionals
3.9","Dallas, TX","Dallas, TX","Size
1 to 50 Employees",,"Type
Company - Private","Industry
Advertising & Public Relations","Sector
Media & Communication","Revenue
$5 to $25 million (USD)"
Data Scientist,Employer Provided Salary:$87K - $168K,"Are you interested in joining a team of data scientists working with passionate partners to build new products and enhance existing tools and services? If so, this is your opportunity to join us in modernizing and strengthening NICB capabilities as the nation's premier not-for-profit organization dedicated exclusively to fighting insurance fraud and crime.
With a 110-year heritage, the National Insurance Crime Bureau (NICB) is the nation's premier not-for-profit organization dedicated exclusively to fighting insurance fraud and crime.
NICB membership includes more than 1,200 property-casualty insurance companies, vehicle rental companies, auto auctions, vehicle finance companies, self-insured organizations and strategic partners. Beyond our membership, our nearly 400 employees work with law enforcement agencies, technology experts, government officials, prosecutors, international crime-fighting organizations and the public to lead a united effort to prevent and combat insurance fraud and crime.
Show More
Report",4.1,"National Insurance Crime Bureau
3.9",United States,-1,"Size
201 to 500 Employees",-1,"Type
Nonprofit Organization","Industry
Civic & Social Services","Sector
Nonprofit & NGO","Revenue
$25 to $100 million (USD)"
"Data Scientist, Credit Risk",Employer Provided Salary:$100K - $133K,"Global Risk Decision Analytics and Capabilities is a key team in Risk & Compliance organization that ensures robust fraud and credit decisions across all segments while providing a great customer experience and supporting WEX’s growth. We are a team of data and analytics driven experts with an outstanding ability and sense of mission to find solutions through innovation and collaboration.
We are looking for a Data Scientist in the Credit Risk team, who will be responsible for developing and managing the credit and collections decision science models and business logic, leading to best-in-class credit loss metrics, profitability-based decisions and customer experience for WEX. The successful candidate should have prior data science and / or advanced analytics experience in credit risk management including the underlying modeling method lies and tools. The successful candidate will be collaborative and a strong communicator with high EQ to work in a matrixed organization. This position will report to the Director of Credit Risk.
Major Roles and Responsibilities

The base pay range represents the anticipated low and high end of the pay range for this position. Actual pay rates will vary and will be based on various factors, such as your qualifications, skills, competencies, and proficiency for the role. Base pay is one component of WEX's total compensation package. Most sales positions are eligible for commission under the terms of an applicable plan. Non-sales roles are typically eligible for a quarterly or annual bonus based on their role and applicable plan. WEX's comprehensive and market competitive benefits are designed to support your personal and professional well-being. Benefits include health, dental and vision insurances, retirement savings plan, paid time off, health savings account, flexible spending accounts, life insurance, disability insurance, tuition reimbursement, and more. For more information, check out the ""About Us"" section.
Salary Pay Range: $100,000.00 - $133,000.00
Show More
Report",4.1,"WEX Inc.
3.9",Remote,-1,"Size
1001 to 5000 Employees",-1,"Founded
1983","Type
Company - Public","Industry
Investment & Asset Management","Sector
Financial Services"
Senior Data Scientist,Employer Provided Salary:$133K - $175K,"ABOUT US
AstrumU® is a data services company based in Bellevue, WA that is leveling the playing field by identifying skills gap recommendations, so that individuals can achieve their career objectives. AstrumU quantifies skills and affinities developed through education, training, and professional experiences of all types. The AstrumU AI Translation Engine™ ingests verified data from learning, skills, and labor market outcomes to measure, map and make recommendations based on the probable impact to outcomes. We are on a mission to quantify the return on educational investments for all learners, education providers and employers, so everyone can maximize their potential in the Future of Work.
Using predictive models constantly updated to meet the evolving needs of a changing economy, our platform allows institutions to accurately forecast the labor market value of educational experiences to equip students, faculty, and advisors with information on how learning translates to marketable skills in the workforce. Going beyond publicly-available data and job boards, we are the only technology solution that uses industry-verified data—from proprietary employer sources—to match educational inputs to workforce outcomes.







Show More
Report",4.1,"AstrumU
4.5","Kirkland, WA",-1,"Size
1 to 50 Employees",-1,"Founded
2017","Type
Company - Private","Industry
Computer Hardware Development","Sector
Information Technology"
Data Scientist,-1,"Posted 3 years ago

Working with our DW team, you will architect our data requirements and work with various HealthVerity tools to solve the most complex problems. You will become our in-house HealthVerity expert while engaging with product owners and external clients to understand the technical and operational challenges of diverse data models, data collection processes and needs. You will also become the go-to resource for Our team because of your HealthVerity expertise, extensive knowledge of healthcare data and your strong SQL skills.

What you will do

Analyze all data assets and address complex data anomalies
Provide guidance and support during onboarding process which includes data ingestion, normalization, and QC activities
medical claims transactions (e.g. 837 and 835), pharmacy claims (NCPDP D.0), EMR/EHR, lab transactions, and other emerging data assets to guide team in all decisions and architecture challenges
Map de-identified healthcare data to proprietary data structures
Support Data Architecture activities in the mapping and normalization process, providing expertise and authority within the team on accurate meanings in source data.

About You

Extensive experience using HealthVerity suite of services
A data Czar with unmatched SQL skills and a passion for doing the right thing
A self-starter who enjoys working in a small, rapidly changing, fast-paced environment
A leader who is not afraid to guide and course correct a process or team when required
A Big Data enthusiast who will executes through several approaches to determine the best fit
Energized by learning even if outside the scope of day-to-day responsibilities
Comfortable working on several different tasks as dictated by the business
Clear and concise communicator

Desired Skills and Experience

BS degree in math, statistics, or similar
4+ years experience in the healthcare data industry, preferably in a consulting environment
Experience with HealthVerity
Proficient in programming against large data assets with a working knowledge of SQL, preferably also knowledgeable in SAS and/or R
Subject matter expertise in a wide variety of healthcare data assets
Knowledge of the healthcare industry and analytics utilized by pharmaceutical marketing teams
Proven analytical, evaluative, and problem-solving abilities
Extensive experience working in a team-oriented, collaborative environment

Contract
Show More
Report",4.1,SeamlessWorld Consulting,"East Brunswick, NJ",-1,-1,-1,-1,-1,-1,-1
Data Scientist for Credit Analytics,$85K - $120K (Glassdoor est.),"Job Description & Qualifications
Credit Artificial Intelligence Advancement Center (AIAC) team within Credit Analytics in Global Data Insight and Analytics (GDI&A) has a talented, motivated, innovative group of individuals with an entrepreneurial mindset and a deep interest in data and modeling.

The Credit AIAC team supports the development, evaluation, and deployment of models to support a wide range of business problems which include:
Credit risk assessment at loan origination, Fraud identification
Behavioral risk assessment to inform collections strategies
Use AI/ML to help business center operation, build applications to support dealer operation
The Risk Analytics Group is looking for a data scientist with Machine Learning and Artificial Intelligence background and strong programming skills. You will have the opportunity to work with some of the brightest subject matter experts to contribute to auto financing industry, assisting in all phases of project work, including problem formulation, model development and deployment.



As part of the Ford family, you’ll enjoy excellent compensation and a comprehensive benefits package that includes generous PTO, retirement, savings and stock investment plans, incentive compensation and much more. You’ll also experience exciting opportunities for professional and personal growth and recognition.

Candidates for positions with Ford Motor Company must be legally authorized to work in the United States on a permanent basis. Verification of employment eligibility will be required at the time of hire. Visa sponsorship is available for this position.

We are an Equal Opportunity Employer committed to a culturally diverse workforce. All qualified applicants will receive consideration for employment without regard to race, religion, color, age, sex, national origin, sexual orientation, gender identity, disability status or protected veteran status.



2022 New Hire Benefits Summary GSR HTHD (ford.com)

At Ford, the health and safety of our employees is our top priority. Vaccination has been proven to play a critical role in combating COVID-19. As a result, Ford has made the decision to require U.S. salaried employees to be fully vaccinated against COVID-19, unless employees require an accommodation for religious or medical reasons. Being fully vaccinated means that an individual is at least two weeks past their final dose of an authorized COVID-19 vaccine regimen. As a condition of employment, newly hired employees will be required to provide proof of their COVID-19 vaccination or an approved medical or religious exemption.

Show More
Report",4.1,"Ford Motor Company
4.0","Dearborn, MI",-1,"Size
10000+ Employees",,"Founded
1903","Type
Company - Public","Industry
Transportation Equipment Manufacturing","Sector
Manufacturing"
DATA SCIENTIST,Employer Provided Salary:$104K - $135K,"Duties
You will make use of your knowledge and experience programming in Python to accomplish tasking assigned to you and your team. The ability to program in Python essential for this position.
You will make use of your knowledge and experience in software development and version control (Git preferred) for assigning and tracking tasking. Knowledge of managing software development and version control is essential for this position.
You may make use of you knowledge and experience programming in MATLAB and JavaScript to accomplish tasking assigned to you and your team. The ability to develop products in MATALB is beneficial for this position.
You will provide direct development and senior level oversight of data analysis tools updates, maintenance and development.


















































































Show More
Report",4.1,"US Naval Sea Systems Command
3.6","Keyport, WA",-1,"Size
Unknown",-1,"Type
Government","Industry
Aerospace & Defense","Sector
Aerospace & Defense","Revenue
Unknown / Non-Applicable"
Sr. Data Scientist,Employer Provided Salary:$159K,"Aetna Resources LLC, a CVS Health company, is hiring for the following role in New York, NY: Sr. Data Scientist to formulate and apply mathematical and computational modeling methods towards data extraction and manipulation. Duties include: design and develop data solutions using industry leading tools, technologies and best practices to profile data and develop efficient ingestion by sourcing data from PBM, Specialty, Retail, and/or HealthCare business; develop advanced algorithms and statistical predictive models to evaluate scenarios and provide usable information on health metrics and potential future outcomes; extract and manipulate data from multiple large data sources and deliver predictive models that inform solutions for in-house teams (i.e. pharmacy pricing, medical costs, risk scores, onboarding) and customer engagement across critical journeys (i.e. calories, heart rate, breast cancer, maternity); utilize strong programming skills to explore, analyze, and interpret large volumes of data in various forms and solve complex business problems; support deployment of insights across multiple channels and work on mathematical analysis methods, machine learning, and statistical analyses. Multiple positions.


The typical pay range for this role is:
Minimum: 158,697
Maximum: 158,697

Please keep in mind that this range represents the pay range for all positions in the job grade within which this position falls. The actual salary offer will take into account a wide range of factors, including location.


Master’s degree (or foreign equivalent) in Computer Science, Data Science, Statistics, Mathematics, Analytics, or a related field and one (1) year of experience in each of the following: Developing and validating algorithms and predictive models including regression; Translating business problems into statistical problems and deriving customer behavior insights through experiments, data analysis, visualization and modeling; Coordinating end-to-end project management with business and clinical stakeholders and cross-functional teams including marketing and data engineering to drive delivery and execution of campaigns; Machine Learning; Statistical Experiments (A/B testing); Power Analysis; Data Analysis; Using Hive to extract large volumes of data; and HIVE, Python, and SQL.


See Required Qualifications.


See Required Qualifications.


Bring your heart to CVS Health Every one of us at CVS Health shares a single, clear purpose: Bringing our heart to every moment of your health. This purpose guides our commitment to deliver enhanced human-centric health care for a rapidly changing world. Anchored in our brand — with heart at its center — our purpose sends a personal message that how we deliver our services is just as important as what we deliver. Our Heart At Work Behaviors™ support this purpose. We want everyone who works at CVS Health to feel empowered by the role they play in transforming our culture and accelerating our ability to innovate and deliver solutions to make health care more personal, convenient and affordable. We strive to promote and sustain a culture of diversity, inclusion and belonging every day. CVS Health is an affirmative action employer, and is an equal opportunity employer, as are the physician-owned businesses for which CVS Health provides management services. We do not discriminate in recruiting, hiring, promotion, or any other personnel action based on race, ethnicity, color, national origin, sex/gender, sexual orientation, gender identity or expression, religion, age, disability, protected veteran status, or any other characteristic protected by applicable federal, state, or local law. We proudly support and encourage people with military experience (active, veterans, reservists and National Guard) as well as military spouses to apply for CVS Health job opportunities.
Show More
Report",4.1,"CVS Health
3.1","New York, NY",-1,"Size
10000+ Employees",-1,"Founded
1963","Type
Company - Public","Industry
Health Care Services & Hospitals","Sector
Healthcare"
Data Scientist,$90K - $133K (Glassdoor est.),"Are you a driven problem solver looking to help our clients tackle some of the most pressing challenges within Government and Public Services (GPS)? Join Deloitte's Program Integrity practice to help government agencies protect taxpayer money. To address the threats that perpetuate fraud, waste, and abuse, our clients look to our team to provide the guidance and solutions required to help them stay ahead of emerging issues and protect the integrity of their programs. If you are looking for a rapidly growing, collaborative environment with opportunities to make an impact and grow, our Program Integrity team would be a great fit for you!

Work you'll do
Perform day-to-day quantitative risk analysis including the development, maintenance, and operations of a suite of advanced analytical, econometric, and AI models and business intelligence tools.
Be accountable for interpreting and translating results, trends, and takeaways to team members, clients, and executive leadership with varying levels of subject matter knowledge.



Deloitte's Government and Public Services (GPS) practice - our people, ideas, technology and outcomes-is designed for impact. Serving federal, state, & local government clients as well as public higher education institutions, our team of over 15,000+ professionals brings fresh perspective to help clients anticipate disruption, reimagine the possible, and fulfill their mission promise.

We bring a rigorous approach to help government agencies effectively detect, prevent, and respond to issues related to fraud, waste, and abuse. Our team helps tackle these threats by bringing cutting edge analytics and AI experience with innovative mindsets. Our Program Integrity team focuses on thought diversity and collaborative problem solving to help clients address these challenges holistically, with a common goal to protect the integrity of their programs.



Required:

Preferred:
Show More
Report",4.1,"Deloitte
4.1","Rosslyn, VA",-1,"Size
10000+ Employees",,"Founded
1850","Type
Company - Private","Industry
Accounting & Tax","Sector
Financial Services"
Data Scientist,-1,"Requirement:
Analytics Data science and IOT Lead
JobCode:
228283
Customer:
Toyota Financial Services
Skills:
Data Science - Python

Show More
Report",4.1,"PSRTEK
4.6",Remote,-1,-1,"Type
Company - Private",-1,-1,-1,-1
Data Scientist,Employer Provided Salary:$7K - $8K,"Description
DATA SCIENTIST
Hiring Range: $7,058 - $7,944 Monthly
New to the City of Grand Junction Team? Receive 40 hours Paid Time Off starting on your hire date!
Open until filled.
About the Position:
Visit Grand Junction is searching for an analytical expert to join our team as a Data Scientist. In this role, you will collect, convert, and integrate raw data from various sources and develop and implement analytics into meaningful insights to market Grand Junction as a destination of choice. The successful candidate will be proficient with data-oriented programming languages and visualization software, possess the ability to apply data mining, data modeling, natural language processing, and machine learning to extract and analyze large data sets, and be comfortable translating insights to others through the use of visualization and presentations. This position has supervisory responsibilities over data and business development personnel.





Show More
Report",4.1,"City of Grand Junction, Colorado
3.7","Grand Junction, CO",-1,"Size
201 to 500 Employees",-1,"Type
Government","Industry
National Agencies","Sector
Government & Public Administration","Revenue
Unknown / Non-Applicable"
Data Scientist - Information Research,-1,"AbbVie Information Research is seeking a data scientist to design, development and maintain solutions focused on data. As a Data scientist, you will be a core member of a high-performance team of scientists, data engineers and architects focusing on driving technology innovation and continuous improvement.
You will independently identify, develop, and optimize new business technology solutions to address critical business needs through the integration, visualization, and analysis of large and complex data sets. Read and adapt literature and publicly available information to accomplish assignments. Demonstrate proficiency in a broad range of techniques and methods for data and health sciences, including bioinformatics, software development, data warehousing, and/or statistics.
Responsibilities.




Show More
Report",5.0,"ABBVIE
3.9","Crystal Lake, IL",-1,-1,"Founded
2013",-1,-1,-1,-1
Data Scientist,Employer Provided Salary:$71K - $96K,"Position Summary
The Data Scientist Enables comparative analyses, integration of large complex data sets (across multiple studies and sources), and mines complex data [to create statistical models, reports / visualizations, machine learning models, and define predictive models]. Leverages critical thinking and problem-solving skills to extract valuable business insights and tells a story with data by finding relationships, drawing conclusions, and making recommendations. Conducts lifecycle analysis including requirements gathering, analytical modeling, and presenting findings. Develops algorithms to extract and leverage insights from data to optimize organizational opportunities. Possesses a passion for applying data and analytics while consistently developing personal and organizational capabilities.
Essential Functions:
Identify insight Use Cases that will help the organization make better decisions based on smart insights
Annual Salary: $71,360.00 - $96,335.00
Show More
Report",5.0,"National University
3.4",Remote,-1,"Size
1001 to 5000 Employees",-1,"Founded
1971","Type
College / University","Industry
Colleges & Universities","Sector
Education"
Data Analyst - Entry Level,$52K - $85K (Glassdoor est.),"Data Analyst - Entry Level
Category: Business Analysis (functional and technical)
Main location: United States, Texas, Dallas
Position ID: J0123-0863
Employment Type: Graduate
Position Description:
Businesses everywhere are rapidly adopting business intelligence tools to turn their data into information. Looking forward, combining artificial intelligence with business intelligence tools will enable businesses to uncover even deeper insights from their data in a more efficient way. Are you passionate about deriving business value from complex data? If so, joining CGI as a Data Analyst could be the ideal opportunity for you.

You will join one of our many teams and work in a highly collaborative environment to enable our clients to make data-driven decisions. As a Data Analyst, you will have the opportunity to work with data from various industries, and transform it to develop actionable insights for our clients. At CGI, you can explore your full potential – not confined by borders or pre-defined paths. You’re empowered to tackle problems in your own unique way which is not only valued and respected but encouraged.
































Show More
Report",5.0,"CGI
3.9","Dallas, TX",-1,"Size
10000+ Employees",,"Founded
1976","Type
Company - Public","Industry
Business Consulting","Sector
Management & Consulting"
"Junior Researcher, Data Science",-1,"Paliwoda Labs is looking for Junior Researchers to join our Data team: Students in Data Science who contribute to the work we do in large-scale data analysis and visualization, while enhancing their own academic skills and competencies within themes that suit their interests; and who may eventually move to technical or co-founder roles within our Ventures portfolio companies — projects they helped to grow.

Junior Researchers are assigned to projects in the Data Lab under the expert direct supervision of researchers already working with founders from the Ventures portfolio. Expect deep involvement in many aspects of each startup you are supporting to better understand business challenges, and to offer applicable technical solutions with a lean mindset that guides them through their growth and development.
Location: USA — New York City

Primary Responsibilities:





Paliwoda Labs is our incubator for bold experimentation and innovation, with a focus on practical applications that help startups attract investment capital. We partner with entrepreneurs to nurture their ideas at early stages; offering technical assistance to demonstrate initial viability, and mentorship to align the strategic vision of founders with paths toward monetization and profitability. The Data Lab practice provides a diverse range of expertise for crafting data-centric applications that create value in the ""real world"" through data analysis and visualization, and innovative storytelling.
Show More
Report",5.0,Paliwoda Group,"New York, NY",-1,-1,-1,-1,-1,-1,-1
Data Scientist,-1,"Data Scientist
Job Category: Science
Time Type: Full time
Minimum Clearance Required to Start: Top Secret
Employee Type: Regular
Percentage of Travel Required: Up to 10%
Type of Travel: Local

Are you looking for a challenging work opportunity where you get to research and analyze cutting-edge technologies? CACI has an exciting opportunity for intelligence analysts, model developers, and data scientists to support the engineering analysis of foreign weapon systems, C4ISR systems, and future technology.








Company Overview: At CACI, you will have the opportunity to make an immediate impact by providing information solutions and services in support of national security missions and government transformation for Intelligence, Defense, and Federal Civilian customers. CACI is an Equal Opportunity Employer – Females/Minorities/Protected Veterans/Individuals with Disabilities.
Show More
Report",5.0,"CACI
3.9","Charlottesville, VA",-1,-1,"Founded
1962",-1,-1,-1,-1
Data Scientist,-1,"About Us

Heartbeat Health is a venture-backed health tech startup in New York. We are working to deliver the most effective, efficient, and engaging virtual heart care in the world. By 2030, over 40% of the US population will have heart disease, with direct and indirect costs approaching $1 trillion USD. Heart disease may be the most important health crisis we confront in our time.

Heartbeat addresses this problem via virtual cardiology services that include diagnostic interpretation, telecardiology, and procedural referrals to bring virtual-first care to cardiology, and improve the outcomes and efficiency for cardiac patients.

Our team consists of passionate and proven physicians, engineers, scientists, designers, and founders attacking this problem from first principles, applying human-centered design, and developing evidence-based AI to solve this global issue. We collaborate with the American College of Cardiology, and we have been recognized as one of the 150 most promising digital health startups by CB Insights. We recently closed our Series B funding and are backed by Echo Health Ventures, Optum Ventures, DaVita Venture Group, .406 Ventures, Kindred Ventures, Lerer Hippeau, Designer Fund, and Max Ventures. We’ve been featured in TechCrunch, CNBC, Fast Company, and Forbes.



Show More
Report",5.0,"Heartbeat Health
4.2",Remote,-1,-1,"Type
Company - Public",-1,-1,-1,-1
Head of Data Science,Employer Provided Salary:$196K - $314K,"Our mission at Duolingo is to develop the best education in the world and make it universally available. But we've got more left to do — and that's where you come in!
Duolingo is the most popular language-learning application in the world, with over 500 million users and over half a billion exercises completed daily. Beyond our core learning product, we have also entered into literacy with Duolingo ABC, English proficiency testing with the Duolingo English Test, and even Math.
We are passionate about educating our users, making fact-based decisions, and finding innovative solutions to complex problems. We offer meaningful work, limitless learning opportunities, and collaboration with world-class minds. Come brighten your life and over half a billion more!
As Head of Data Science, you will lead our elite team of data scientists who work closely with product and engineering teams and are subject-matter experts in user dynamics at Duolingo. The team focuses on detecting, explaining and actioning against behavioral shifts within our complex, constantly evolving business using extensive datasets. Your superpower is the ability to translate business questions into data science projects, and data analysis or statistical models back into decisions. As the data science leader, you'll shape how 'all things' data and data science contribute to Duolingo's strategy.
Show More
Report",5.0,"Duolingo
4.3","New York, NY",-1,"Size
201 to 500 Employees",-1,"Founded
2011","Type
Company - Public","Industry
Internet & Web Services","Sector
Information Technology"
Data Scientist,-1,"Description
We are looking for a passionate and talented Data Scientist who will collaborate with other scientists and engineers to leverage machine learning methods and algorithms for modeling and analysis of Clinical operations and Clinical trials data.

You will design and run experiments, research new algorithms, and find new ways of optimizing Clinical operations. Besides theoretical analysis and innovation, you will work closely with talented engineers to put your algorithms and models into practice. Your work will directly impact the trust customers place in the sponsor.
Essential Duties and Job Functions:

Show More
Report",5.0,"IQVIA
4.0",Remote,-1,-1,"Founded
2017",-1,-1,-1,-1
Data Scientist,$79K - $116K (Glassdoor est.),"Who We Are:
SAM is the nation’s largest combined geospatial solutions and inspection service provider in the industry. We use the industry’s most advanced software and hardware for collecting and analyzing complex spatial data across a wide range of markets and scientific disciplines. Our national reach, expertise, and applied technologies uniquely equip us to capture physical environments from coast to coast — delivering practical insights and high-quality spatial data with unrivaled speed and accuracy.
Your Impact at SAM:
The Data Scientist will be joining a small group within the team that develops and deploys Machine Learning solutions to advance the products that we build. We are using Machine Learning to increase the quality and efficiency of our products on remotely sensed and business data. The team adapts or develops custom architecture to business needs and assembles large in-house datasets with tens of thousands of training examples. We are only scratching the surface with what we can achieve, and you will have a front-row seat in advancing our efforts.

What You Bring to SAM:
Our Perks:

Show More
Report",5.0,"SAM, LLC
4.1","Austin, TX",-1,"Size
1001 to 5000 Employees",,"Founded
1994","Type
Company - Private","Industry
Architectural & Engineering Services","Sector
Construction, Repair & Maintenance Services"
Data Scientist,Employer Provided Salary:$75K - $130K,"The JAAW Group is proud to support the Department of Veterans Affairs and our Military! This positions requires the following skills and capabilities.

Evaluate data definitions in current and legacy patient advocacy tracking system and recommend changes to data definitions. Develop communication about these changes in Patient Advocate Tracking System (PATS) to ensure documentation accuracy and compliance.

Identify and define a set of Key Performance Indicators (KPIs) to be used to measure complaint resolution and patient advocacy. Contractor shall provide a detailed methodology for defining mentioned KPIs.






Show More
Report",5.0,"The JAAW Group
3.0","Cottonwood Heights, UT",-1,"Size
1 to 50 Employees",-1,"Type
Company - Private","Revenue
Unknown / Non-Applicable",-1,-1
